id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/41053270,10.2307/41053270	,Dwellers by the Sea: Native American Adaptations along the Southern Coasts of Eastern North America	,Victor D. Thompson	John E. Worth	,Journal of Archaeological Research	,19	,1	,2011-03-01T00:00:00Z	,pp. 51-101	,Springer	,fla	,	,
10.2307/41053232,10.2307/41053232	,Front Matter	,	,Journal of Archaeological Research	,15	,1	,2007-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/23018406,10.2307/23018406	,The Archaeology of Native Societies in the Chesapeake: New Investigations and Interpretations	,Martin Gallivan	,Journal of Archaeological Research	,19	,3	,2011-09-01T00:00:00Z	,pp. 281-325	,Springer	,fla	,	,
10.2307/41053113,10.2307/41053113	,Betwixt and Between in the Intermediate Area	,Robert D. Drennan	,Journal of Archaeological Research	,4	,2	,1996-06-01T00:00:00Z	,pp. 95-132	,Springer	,fla	,	,
10.2307/41053136,10.2307/41053136	,Caddoan Area Archaeology Since 1990	,Timothy K. Perttula	,Journal of Archaeological Research	,4	,4	,1996-12-01T00:00:00Z	,pp. 295-348	,Springer	,fla	,	,
10.2307/41053167,10.2307/41053167	,Warfare in Prehistoric and Early Historic Eastern North America	,George R. Milner	,Journal of Archaeological Research	,7	,2	,1999-06-01T00:00:00Z	,pp. 105-151	,Springer	,fla	,	,
10.2307/41053202,10.2307/41053202	,New Directions in Classic Maya Household Archaeology	,Cynthia Robin	,Journal of Archaeological Research	,11	,4	,2003-12-01T00:00:00Z	,pp. 307-356	,Springer	,fla	,	,
10.2307/41053090,10.2307/41053090	,Recent Archaeological Research in the Northeastern United States and Eastern Canada	,Dean R. Snow	,Journal of Archaeological Research	,2	,3	,1994-09-01T00:00:00Z	,pp. 199-220	,Springer	,fla	,	,
10.2307/41053125,10.2307/41053125	,Working Without a Net: Recent Trends in Ceramic Ethnoarchaeology	,Philip J. Arnold III	,Journal of Archaeological Research	,8	,2	,2000-06-01T00:00:00Z	,pp. 105-133	,Springer	,fla	,	,
10.2307/41053208,10.2307/41053208	,Modeling the Roles of Craft Production in Ancient Political Economies	,Edward M. Schortman	Patricia A. Urban	,Journal of Archaeological Research	,12	,2	,2004-06-01T00:00:00Z	,pp. 185-226	,Springer	,fla	,	,
10.2307/41053074,10.2307/41053074	,Front Matter	,	,Journal of Archaeological Research	,1	,3	,1993-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053107,10.2307/41053107	,Palaeolithic Archaeology and the Evolution of Mind	,Steven Mithen	,Journal of Archaeological Research	,3	,4	,1995-12-01T00:00:00Z	,pp. 305-332	,Springer	,fla	,	,
10.2307/41053122,10.2307/41053122	,Historical and Anthropological Archaeology: Forging Alliances	,Robert Paynter	,Journal of Archaeological Research	,8	,1	,2000-03-01T00:00:00Z	,pp. 1-37	,Springer	,fla	,	,
10.2307/41053108,10.2307/41053108	,Front Matter	,	,Journal of Archaeological Research	,4	,1	,1996-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053191,10.2307/41053191	,Front Matter	,	,Journal of Archaeological Research	,11	,1	,2003-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053148,10.2307/41053148	,Ethnicity in Complex Societies: Archaeological Perspectives	,Geoff Emberling	,Journal of Archaeological Research	,5	,4	,1997-12-01T00:00:00Z	,pp. 295-344	,Springer	,fla	,	,
10.2307/41053262,10.2307/41053262	,Front Matter	,	,Journal of Archaeological Research	,17	,3	,2009-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053178,10.2307/41053178	,The Archaeology of Aquatic Adaptations: Paradigms for a New Millennium	,Jon M. Erlandson	,Journal of Archaeological Research	,9	,4	,2001-12-01T00:00:00Z	,pp. 287-350	,Springer	,fla	,	,
10.2307/41053073,10.2307/41053073	,Between East and West: Archaeology in the New Eastern Europe	,Peter Bogucki	,Journal of Archaeological Research	,1	,2	,1993-06-01T00:00:00Z	,pp. 145-166	,Springer	,fla	,	,
10.2307/41053197,10.2307/41053197	,Front Matter	,	,Journal of Archaeological Research	,11	,3	,2003-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053187,10.2307/41053187	,Archaeological Tree-Ring Dating at the Millennium	,Stephen E. Nash	,Journal of Archaeological Research	,10	,3	,2002-09-01T00:00:00Z	,pp. 243-275	,Springer	,fla	,	,
10.2307/41053098,10.2307/41053098	,Introduction to Volume 3	,Gary M. Feinman	T. Douglas Price	,Journal of Archaeological Research	,3	,1	,1995-03-01T00:00:00Z	,pp. 1-2	,Springer	,mis	,	,
10.2307/41053081,10.2307/41053081	,Front Matter	,	,Journal of Archaeological Research	,2	,1	,1994-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053139,10.2307/41053139	,Recent Research on the Central Andes	,Terence N. D'Altroy	,Journal of Archaeological Research	,5	,1	,1997-03-01T00:00:00Z	,pp. 3-73	,Springer	,fla	,	,
10.2307/23018397,10.2307/23018397	,Landscape and Environment: Insights from the Prehispanic Central Andes	,Daniel A. Contreras	,Journal of Archaeological Research	,18	,3	,2010-09-01T00:00:00Z	,pp. 241-288	,Springer	,fla	,	,
10.2307/41053255,10.2307/41053255	,New Directions in Bioarchaeology: Recent Contributions to the Study of Human Social Identities	,Kelly J. Knudson	Christopher M. Stojanowski	,Journal of Archaeological Research	,16	,4	,2008-12-01T00:00:00Z	,pp. 397-432	,Springer	,fla	,	,
10.2307/41053102,10.2307/41053102	,Patterns of Exchange and the Social Production of Pigs in Highland New Guinea: Their Relevance to Questions About the Origins and Evolution of Agriculture	,Richard E. Blanton	Jody Taylor	,Journal of Archaeological Research	,3	,2	,1995-06-01T00:00:00Z	,pp. 113-145	,Springer	,fla	,	,
10.2307/41053273,10.2307/41053273	,Front Matter	,	,Journal of Archaeological Research	,16	,3	,2008-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053203,10.2307/41053203	,Front Matter	,	,Journal of Archaeological Research	,12	,1	,2004-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053174,10.2307/41053174	,Some Recent Trends in the Archaeology of Predynastic Egypt	,Stephen H. Savage	,Journal of Archaeological Research	,9	,2	,2001-06-01T00:00:00Z	,pp. 101-155	,Springer	,fla	,	,
10.2307/41053249,10.2307/41053249	,Siberia at the Last Glacial Maximum: Environment and Archaeology	,Yaroslav V. Kuzmin	,Journal of Archaeological Research	,16	,2	,2008-06-01T00:00:00Z	,pp. 163-221_ 223	,Springer	,fla	,	,
10.2307/41053163,10.2307/41053163	,Front Matter	,	,Journal of Archaeological Research	,7	,1	,1999-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053153,10.2307/41053153	,Front Matter	,	,Journal of Archaeological Research	,6	,2	,1998-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053212,10.2307/41053212	,Front Matter	,	,Journal of Archaeological Research	,12	,4	,2004-12-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053235,10.2307/41053235	,Front Matter	,	,Journal of Archaeological Research	,15	,2	,2007-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053093,10.2307/41053093	,Front Matter	,	,Journal of Archaeological Research	,2	,4	,1994-12-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053159,10.2307/41053159	,Identity and Material Culture in the Later Prehistory of Central Europe	,Peter S. Wells	,Journal of Archaeological Research	,6	,3	,1998-09-01T00:00:00Z	,pp. 239-298	,Springer	,fla	,	,
10.2307/41053201,10.2307/41053201	,Over a Century of Explorations at Etowah	,Adam King	,Journal of Archaeological Research	,11	,4	,2003-12-01T00:00:00Z	,pp. 279-306	,Springer	,fla	,	,
10.2307/41053170,10.2307/41053170	,Stone Tool Research at the End of the Millennium: Procurement and Technology	,George H. Odell	,Journal of Archaeological Research	,8	,4	,2000-12-01T00:00:00Z	,pp. 269-331	,Springer	,fla	,	,
10.2307/41680526,10.2307/41680526	,Nothing Lasts Forever: Environmental Discourses on the Collapse of Past Societies	,Guy D. Middleton	,Journal of Archaeological Research	,20	,3	,2012-09-01T00:00:00Z	,pp. 257-307	,Springer	,fla	,	,
10.2307/41018856,10.2307/41018856	,What Is a Hunter-Gatherer? Variation in the Archaeological Record of Eastern and Southern Africa	,Sibel B. Kusimba	,Journal of Archaeological Research	,13	,4	,2005-12-01T00:00:00Z	,pp. 337-366	,Springer	,fla	,	,
10.2307/41053106,10.2307/41053106	,Indigenous Agriculture in the Americas	,Scott L. Fedick	,Journal of Archaeological Research	,3	,4	,1995-12-01T00:00:00Z	,pp. 257-303	,Springer	,fla	,	,
10.2307/41053070,10.2307/41053070	,Front Matter	,	,Journal of Archaeological Research	,1	,2	,1993-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053155,10.2307/41053155	,Cultural Resource Management and American Archaeology	,William Green	John F. Doershuk	,Journal of Archaeological Research	,6	,2	,1998-06-01T00:00:00Z	,pp. 121-167	,Springer	,fla	,	,
10.2307/41053117,10.2307/41053117	,Craft Economies in the North American Southwest	,James M. Bayman	,Journal of Archaeological Research	,7	,3	,1999-09-01T00:00:00Z	,pp. 249-299	,Springer	,fla	,	,
10.2307/41053071,10.2307/41053071	,Recent Developments in the Analysis of Lithic Artifacts	,Richard W. Yerkes	P. Nick Kardulias	,Journal of Archaeological Research	,1	,2	,1993-06-01T00:00:00Z	,pp. 89-119	,Springer	,fla	,	,
10.2307/41680529,10.2307/41680529	,Recent Landscape Archaeology in South America	,John H. Walker	,Journal of Archaeological Research	,20	,4	,2012-12-01T00:00:00Z	,pp. 309-355	,Springer	,fla	,	,
10.2307/41053143,10.2307/41053143	,Higher Ground: The Archaeology of North American Platform Mounds	,Owen Lindauer	John H. Blitz	,Journal of Archaeological Research	,5	,2	,1997-06-01T00:00:00Z	,pp. 169-207	,Springer	,fla	,	,
10.2307/41053080,10.2307/41053080	,Philosophy of Archaeology: Current Issues	,Merrilee H. Salmon	,Journal of Archaeological Research	,1	,4	,1993-12-01T00:00:00Z	,pp. 323-343	,Springer	,fla	,	,
10.2307/41053242,10.2307/41053242	,Recent Research in the Southern Highlands and Pacific Coast of Mesoamerica	,Michael Love	,Journal of Archaeological Research	,15	,4	,2007-12-01T00:00:00Z	,pp. 275-328	,Springer	,fla	,	,
10.2307/41053087,10.2307/41053087	,Changing Models of Settlement_ Economy_ and Ritual Activity: Recent Research in Late Prehistoric Central Europe	,Peter S. Wells	,Journal of Archaeological Research	,2	,2	,1994-06-01T00:00:00Z	,pp. 135-163	,Springer	,fla	,	,
10.2307/41053144,10.2307/41053144	,Front Matter	,	,Journal of Archaeological Research	,5	,3	,1997-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053241,10.2307/41053241	,Front Matter	,	,Journal of Archaeological Research	,15	,4	,2007-12-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053094,10.2307/41053094	,Archaeology in the Pacific Islands: An Appraisal of Recent Research	,P. V. Kirch	M. I. Weisler	,Journal of Archaeological Research	,2	,4	,1994-12-01T00:00:00Z	,pp. 285-328	,Springer	,fla	,	,
10.2307/41053209,10.2307/41053209	,Front Matter	,	,Journal of Archaeological Research	,12	,3	,2004-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053092,10.2307/41053092	,West Indian Archaeology. 1. Overview and Foragers	,William F. Keegan	,Journal of Archaeological Research	,2	,3	,1994-09-01T00:00:00Z	,pp. 255-284	,Springer	,fla	,	,
10.2307/41053275,10.2307/41053275	,Multiregional Perspectives on the Archaeology of the Andes During the Late Intermediate Period (c. A. D. 1000-1400)	,R. Alan Covey	,Journal of Archaeological Research	,16	,3	,2008-09-01T00:00:00Z	,pp. 287-338	,Springer	,fla	,	,
10.2307/41053179,10.2307/41053179	,Front Matter	,	,Journal of Archaeological Research	,10	,1	,2002-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41410943,10.2307/41410943	,The Elusive Maya Marketplace: An Archaeological Consideration of the Evidence	,Leslie C. Shaw	,Journal of Archaeological Research	,20	,2	,2012-06-01T00:00:00Z	,pp. 117-155	,Springer	,fla	,	,
10.2307/41053111,10.2307/41053111	,Recent Research in the Archaeology of Architecture: Beyond the Foundations	,Sharon R. Steadman	,Journal of Archaeological Research	,4	,1	,1996-03-01T00:00:00Z	,pp. 51-93	,Springer	,fla	,	,
10.2307/41053169,10.2307/41053169	,Front Matter	,	,Journal of Archaeological Research	,8	,4	,2000-12-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053236,10.2307/41053236	,Fortifications and Enclosures in European Prehistory: A Cross-Cultural Perspective	,William A. Parkinson	Paul R. Duffy	,Journal of Archaeological Research	,15	,2	,2007-06-01T00:00:00Z	,pp. 97-141	,Springer	,fla	,	,
10.2307/41053183,10.2307/41053183	,Bioarchaeology: The Lives and Lifestyles of Past People	,Clark Spencer Larsen	,Journal of Archaeological Research	,10	,2	,2002-06-01T00:00:00Z	,pp. 119-166	,Springer	,fla	,	,
10.2307/41053149,10.2307/41053149	,Recent Research in West Mexican Archaeology	,Helen Perlstein Pollard	,Journal of Archaeological Research	,5	,4	,1997-12-01T00:00:00Z	,pp. 345-384	,Springer	,fla	,	,
10.2307/41053177,10.2307/41053177	,Archaeological Perspectives on the Rise of the Okinawan State	,Richard Pearson	,Journal of Archaeological Research	,9	,3	,2001-09-01T00:00:00Z	,pp. 243-285	,Springer	,fla	,	,
10.2307/41053189,10.2307/41053189	,Leroi-Gourhan_ a Philosopher of Technique and Evolution	,Françoise Audouze	,Journal of Archaeological Research	,10	,4	,2002-12-01T00:00:00Z	,pp. 277-306	,Springer	,fla	,	,
10.2307/41053126,10.2307/41053126	,West Indian Archaeology. 3. Ceramic Age	,William F. Keegan	,Journal of Archaeological Research	,8	,2	,2000-06-01T00:00:00Z	,pp. 135-167	,Springer	,fla	,	,
10.2307/41053274,10.2307/41053274	,Regional Settlement Pattern Studies	,Stephen A. Kowalewski	,Journal of Archaeological Research	,16	,3	,2008-09-01T00:00:00Z	,pp. 225-285	,Springer	,fla	,	,
10.2307/41410939,10.2307/41410939	,Where East Meets West: The Formative in Mexico's Central Highlands	,Patricia Plunket	Gabriela Uruñuela	,Journal of Archaeological Research	,20	,1	,2012-03-01T00:00:00Z	,pp. 1-51	,Springer	,fla	,	,
10.2307/41053206,10.2307/41053206	,Front Matter	,	,Journal of Archaeological Research	,12	,2	,2004-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053152,10.2307/41053152	,Refiguring the Archaeology of Greater Cahokia	,Timothy R. Pauketat	,Journal of Archaeological Research	,6	,1	,1998-03-01T00:00:00Z	,pp. 45-89	,Springer	,fla	,	,
10.2307/41053123,10.2307/41053123	,The Peopling of the New World: Present Evidence_ New Theories_ and Future Directions	,Stuart J. Fiedel	,Journal of Archaeological Research	,8	,1	,2000-03-01T00:00:00Z	,pp. 39-103	,Springer	,fla	,	,
10.2307/41053135,10.2307/41053135	,West Indian Archaeology. 2. After Columbus	,William F. Keegan	,Journal of Archaeological Research	,4	,4	,1996-12-01T00:00:00Z	,pp. 265-294	,Springer	,fla	,	,
10.2307/41053217,10.2307/41053217	,Front Matter	,	,Journal of Archaeological Research	,13	,2	,2005-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053105,10.2307/41053105	,Ethnoarchaeology Needs a General Theory of Behavior	,James F. O'Connell	,Journal of Archaeological Research	,3	,3	,1995-09-01T00:00:00Z	,pp. 205-255	,Springer	,fla	,	,
10.2307/41053219,10.2307/41053219	,Prehistory of Native Americans on the Central American Land Bridge: Colonization_ Dispersal_ and Divergence	,Richard Cooke	,Journal of Archaeological Research	,13	,2	,2005-06-01T00:00:00Z	,pp. 129-187	,Springer	,fla	,	,
10.2307/41053228,10.2307/41053228	,Current Research on the Gulf Coast of Mexico	,Christopher A. Pool	,Journal of Archaeological Research	,14	,3	,2006-09-01T00:00:00Z	,pp. 189-241	,Springer	,fla	,	,
10.2307/41053211,10.2307/41053211	,Cross-Cultural Approaches in Archaeology: Comparative Ethnology_ Comparative Archaeology_ and Archaeoethnology	,Peter N. Peregrine	,Journal of Archaeological Research	,12	,3	,2004-09-01T00:00:00Z	,pp. 281-309	,Springer	,fla	,	,
10.2307/41053171,10.2307/41053171	,Front Matter	,	,Journal of Archaeological Research	,9	,1	,2001-03-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053213,10.2307/41053213	,Current Research on Late Precontact Societies of the Midcontinental United States	,Sissel Schroeder	,Journal of Archaeological Research	,12	,4	,2004-12-01T00:00:00Z	,pp. 311-372	,Springer	,fla	,	,
10.2307/41053225,10.2307/41053225	,Surveys and Mesoamerican Archaeology: The Emerging Macroregional Paradigm	,Andrew K. Balkansky	,Journal of Archaeological Research	,14	,1	,2006-03-01T00:00:00Z	,pp. 53-95	,Springer	,fla	,	,
10.2307/41053086,10.2307/41053086	,Front Matter	,	,Journal of Archaeological Research	,2	,2	,1994-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/23018389,10.2307/23018389	,Recent Research in Western Mexican Archaeology	,Christopher S. Beekman	,Journal of Archaeological Research	,18	,1	,2010-03-01T00:00:00Z	,pp. 41-109	,Springer	,fla	,	,
10.2307/41053112,10.2307/41053112	,Front Matter	,	,Journal of Archaeological Research	,4	,2	,1996-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053146,10.2307/41053146	,What's in a Bone? Recent Advances in Archaeological Bone Chemistry	,M. Anne Katzenberg	Roman G. Harrison	,Journal of Archaeological Research	,5	,3	,1997-09-01T00:00:00Z	,pp. 265-293	,Springer	,fla	,	,
10.2307/41053184,10.2307/41053184	,Understanding Abandonments in the North American Southwest	,Margaret C. Nelson	Gregson Schachner	,Journal of Archaeological Research	,10	,2	,2002-06-01T00:00:00Z	,pp. 167-206	,Springer	,fla	,	,
10.2307/41053185,10.2307/41053185	,Front Matter	,	,Journal of Archaeological Research	,10	,3	,2002-09-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053132,10.2307/41053132	,Political Economy and Archaeology: Perspectives on Exchange and Production	,Kenneth G. Hirth	,Journal of Archaeological Research	,4	,3	,1996-09-01T00:00:00Z	,pp. 203-239	,Springer	,fla	,	,
10.2307/41053181,10.2307/41053181	,Recent Research on Chaco: Changing Views on Economy_ Ritual_ and Society	,Barbara J. Mills	,Journal of Archaeological Research	,10	,1	,2002-03-01T00:00:00Z	,pp. 65-117	,Springer	,fla	,	,
10.2307/41053110,10.2307/41053110	,A Review of Archaeology in Mainland Southeast Asia	,C. F. W. Higham	,Journal of Archaeological Research	,4	,1	,1996-03-01T00:00:00Z	,pp. 3-49	,Springer	,fla	,	,
10.2307/23018396,10.2307/23018396	,Recent Developments in the Archaeology of Southwestern China	,Alice Yao	,Journal of Archaeological Research	,18	,3	,2010-09-01T00:00:00Z	,pp. 203-239	,Springer	,fla	,	,
10.2307/41053154,10.2307/41053154	,Quantitative Methods in Archaeology: A Review of Recent Trends and Developments	,Mark Aldenderfer	,Journal of Archaeological Research	,6	,2	,1998-06-01T00:00:00Z	,pp. 91-120	,Springer	,fla	,	,
10.2307/23018405,10.2307/23018405	,World-Systems Analysis and Archaeology: Continuing the Dialogue	,Thomas D. Hall	P. Nick Kardulias	Christopher Chase-Dunn	,Journal of Archaeological Research	,19	,3	,2011-09-01T00:00:00Z	,pp. 233-279	,Springer	,fla	,	,
10.2307/41053248,10.2307/41053248	,Aegean Prehistory as World Archaeology: Recent Trends in the Archaeology of Bronze Age Greece	,Thomas F. Tartaron	,Journal of Archaeological Research	,16	,2	,2008-06-01T00:00:00Z	,pp. 83-161	,Springer	,fla	,	,
10.2307/41053069,10.2307/41053069	,Hunter-Gatherer Cultural Dynamics: Long- and Short-Term Trends in Australian Prehistory	,Harry Lourandos	,Journal of Archaeological Research	,1	,1	,1993-03-01T00:00:00Z	,pp. 67-88	,Springer	,fla	,	,
10.2307/41053084,10.2307/41053084	,Recent Trends in the Archaeology of the Southeastern United States	,Ian W. Brown	,Journal of Archaeological Research	,2	,1	,1994-03-01T00:00:00Z	,pp. 45-111	,Springer	,fla	,	,
10.2307/23018402,10.2307/23018402	,Cycles of Civilization in Northern Mesopotamia_ 4400—2000 BC	,Jason A. Ur	,Journal of Archaeological Research	,18	,4	,2010-12-01T00:00:00Z	,pp. 387-431	,Springer	,fla	,	,
10.2307/41410944,10.2307/41410944	,Ethnoarchaeology and the Organization of Lithic Technology	,Grant S. McCall	,Journal of Archaeological Research	,20	,2	,2012-06-01T00:00:00Z	,pp. 157-203	,Springer	,fla	,	,
10.2307/41410936,10.2307/41410936	,Cave Art in Context: Methods for the Analysis of the Spatial Organization of Cave Sites	,Andreas Pastoors	Gerd-Christian Weniger	,Journal of Archaeological Research	,19	,4	,2011-12-01T00:00:00Z	,pp. 377-400	,Springer	,fla	,	,
10.2307/41053124,10.2307/41053124	,Front Matter	,	,Journal of Archaeological Research	,8	,2	,2000-06-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/41053160,10.2307/41053160	,Front Matter	,	,Journal of Archaeological Research	,6	,4	,1998-12-01T00:00:00Z	,	,Springer	,mis	,	,
10.2307/23018393,10.2307/23018393	,The Archaeological Study of Spanish Colonialism in the Americas	,Mary Van Buren	,Journal of Archaeological Research	,18	,2	,2010-06-01T00:00:00Z	,pp. 151-201	,Springer	,fla	,	,

