id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/124090,10.2307/124090	,Back Matter	,	,World Archaeology	,1	,1	,1969-06-01T00:00:00Z	,pp. 136-142	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124865,10.2307/124865	,The Pilgrim's Progress: Art_ Architecture and Ritual Movement at Sinai	,Simon Coleman	John Elsner	,World Archaeology	,26	,1	,1994-06-01T00:00:00Z	,pp. 73-89	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124078,10.2307/124078	,Front Matter	,	,World Archaeology	,1	,1	,1969-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124696,10.2307/124696	,Front Matter	,	,World Archaeology	,17	,3	,1986-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/40024244,10.2307/40024244	,A Parallel History: The Archaeology of Hanseatic Urban Culture in the Baltic c. 1200-1600	,David Gaimster	,World Archaeology	,37	,3	,2005-09-01T00:00:00Z	,pp. 408-423	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123977,10.2307/123977	,Population Control among Hunter/Gatherers	,Brian Hayden	,World Archaeology	,4	,2	,1972-10-01T00:00:00Z	,pp. 205-221	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124338,10.2307/124338	,The Laws of Archaeological Stratigraphy	,Edward C. Harris	,World Archaeology	,11	,1	,1979-06-01T00:00:00Z	,pp. 111-117	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124121,10.2307/124121	,Archaeology and Ecology	,Bruce Trigger	,World Archaeology	,2	,3	,1971-02-01T00:00:00Z	,pp. 321-336	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124673,10.2307/124673	,Piaget_ Stone Tools and the Evolution of Human Intelligence	,Thomas Wynn	,World Archaeology	,17	,1	,1985-06-01T00:00:00Z	,pp. 32-43	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125084,10.2307/125084	,Beyond the Mandala: Buddhist Landscapes and Upland-Lowland Interaction in North-West Thailand AD 1200-1650	,Peter Grave	,World Archaeology	,27	,2	,1995-10-01T00:00:00Z	,pp. 243-265	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125075,10.2307/125075	,Sacred Profanity: The Theology of Rabbit Breeding and the Symbolic Landscape of the Warren	,David Stocker	Margarita Stocker	,World Archaeology	,28	,2	,1996-10-01T00:00:00Z	,pp. 265-272	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124586,10.2307/124586	,Errata: Hallucinatory Imagery and the Origin of Early South American Figurine Art	,	,World Archaeology	,18	,3	,1987-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124637,10.2307/124637	,Neolithic Transhumance in the Mediterranean Pyrenees	,David S. Geddes	,World Archaeology	,15	,1	,1983-06-01T00:00:00Z	,pp. 51-66	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124896,10.2307/124896	,Human Biology_ Environment and Ritual at Khok Phanom Di	,Charles Higham	Rachanie Bannanurag	Graeme Mason	Nancy Tayles	,World Archaeology	,24	,1	,1992-06-01T00:00:00Z	,pp. 35-54	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124521,10.2307/124521	,Habiline Handaxes and Paranthropine Pedigree at Sterkfontein	,R. J. Clarke	,World Archaeology	,20	,1	,1988-06-01T00:00:00Z	,pp. 1-12	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124785,10.2307/124785	,Volume Information	,	,World Archaeology	,22	,3	,1991-02-01T00:00:00Z	,pp. 364-366	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124540,10.2307/124540	,Prehistoric Exploitation of the Manatee in the Maya and Circum-Caribbean Areas	,Heather I. McKillop	,World Archaeology	,16	,3	,1985-02-01T00:00:00Z	,pp. 337-353	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124472,10.2307/124472	,Selective Deposition in the British Early Bronze Age	,Stuart P. Needham	,World Archaeology	,20	,2	,1988-10-01T00:00:00Z	,pp. 229-248	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124109,10.2307/124109	,A Classic Maya Family Tomb	,Norman Hammond	Kate Pretty	Frank P. Saul	,World Archaeology	,7	,1	,1975-06-01T00:00:00Z	,pp. 57-78	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124309,10.2307/124309	,Long Term Hunter-Gatherer Adaptation to Desert Environments: A Biogeographical Perspective	,John E. Yellen	,World Archaeology	,8	,3	,1977-02-01T00:00:00Z	,pp. 262-274	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/827873,10.2307/827873	,Front Matter	,	,World Archaeology	,33	,3	,2002-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124144,10.2307/124144	,Ecology and Population in the Eastern Mediterranean	,J. Lawrence Angel	,World Archaeology	,4	,1	,1972-06-01T00:00:00Z	,pp. 88-105	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560228,10.2307/3560228	,Possible Relationship between Porotic Hyperostosis and Smallpox Infections in Nineteenth-Century Populations in the Northern Frontier_ South Africa	,Tanya R. Peckmann	,World Archaeology	,35	,2	,2003-10-01T00:00:00Z	,pp. 289-305	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124831,10.2307/124831	,Volume Information	,	,World Archaeology	,21	,3	,1990-02-01T00:00:00Z	,pp. 486-488	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/40024497,10.2307/40024497	,Semi-Permanent Foragers in Semi-Arid Environments of North Africa	,Elena A. A. Garcea	,World Archaeology	,38	,2	,2006-06-01T00:00:00Z	,pp. 197-219	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40024496,10.2307/40024496	,The Role of Wild Grasses in Subsistence and Sedentism: New Evidence from the Northern Fertile Crescent	,Manon Savard	Mark Nesbitt	Martin K. Jones	,World Archaeology	,38	,2	,2006-06-01T00:00:00Z	,pp. 179-196	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124143,10.2307/124143	,Palaeodemography and Earlier British Populations	,Don Brothwell	,World Archaeology	,4	,1	,1972-06-01T00:00:00Z	,pp. 75-87	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40024230,10.2307/40024230	,A Social Archaeology of Garden Plots in the Bronze Age of Northern and Western Britain	,Robert Johnston	,World Archaeology	,37	,2	,2005-06-01T00:00:00Z	,pp. 211-223	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40026640,10.2307/40026640	,Peopling of the Northern Tibetan Plateau	,P. Jeffrey Brantingham	Gao Xing	,World Archaeology	,38	,3	,2006-09-01T00:00:00Z	,pp. 387-414	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124035,10.2307/124035	,New Results in Obsidian Hydration Dating	,Jonathon E. Ericson	,World Archaeology	,7	,2	,1975-10-01T00:00:00Z	,pp. 151-159	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/827924,10.2307/827924	,Ships and Boats as Archaeological Source Material	,Jonathan Adams	,World Archaeology	,32	,3	,2001-02-01T00:00:00Z	,pp. 292-310	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124977,10.2307/124977	,Applied Zooarchaeology: The Relevance of Faunal Analysis to Wildlife Management	,R. Lee Lyman	,World Archaeology	,28	,1	,1996-06-01T00:00:00Z	,pp. 110-125	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124566,10.2307/124566	,Back Matter	,	,World Archaeology	,20	,3	,1989-02-01T00:00:00Z	,pp. 446-454	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124468,10.2307/124468	,Front Matter	,	,World Archaeology	,20	,2	,1988-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/827901,10.2307/827901	,Seeing Is Deceiving: Rock Art and the Non-Visual	,Sven Ouzman	,World Archaeology	,33	,2	,2001-10-01T00:00:00Z	,pp. 237-256	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124294,10.2307/124294	,Volume Information	,	,World Archaeology	,8	,1	,1976-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124324,10.2307/124324	,Contemporary Kurdish Winter-Time Inhabitants of Shanidar Cave_ Iraq	,Ralph S. Solecki	,World Archaeology	,10	,3	,1979-02-01T00:00:00Z	,pp. 318-330	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124152,10.2307/124152	,The Archaeology of Nineteenth-Century British Imperialism: An Australian Case Study	,Jim Allen	,World Archaeology	,5	,1	,1973-06-01T00:00:00Z	,pp. 44-60	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124930,10.2307/124930	,The Transient Village in Southern New Zealand	,Atholl Anderson	Ian Smith	,World Archaeology	,27	,3	,1996-02-01T00:00:00Z	,pp. 359-371	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40026642,10.2307/40026642	,Attitudes to Altitude: Changing Meanings and Perceptions within a 'Marginal' Alpine Landscape: The Integration of Palaeoecological and Archaeological Data in a High-Altitude Landscape in the French Alps	,Kevin Walsh	Suzi Richer	J.-L. de Beaulieu	,World Archaeology	,38	,3	,2006-09-01T00:00:00Z	,pp. 436-454	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124381,10.2307/124381	,Volume Information	,	,World Archaeology	,13	,3	,1982-02-01T00:00:00Z	,pp. 401-402	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124742,10.2307/124742	,Radiocarbon Dating and the Prehistoric Archaeology of China	,An Zhimin	,World Archaeology	,23	,2	,1991-10-01T00:00:00Z	,pp. 193-200	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124862,10.2307/124862	,Kanheri: The Archaeology of an Early Buddhist Pilgrimage Centre in Western India	,Himanshu Prabha Ray	,World Archaeology	,26	,1	,1994-06-01T00:00:00Z	,pp. 35-46	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124542,10.2307/124542	,The UNESCO International Survey of Underwater Cultural Heritage	,J. A. Gifford	M. Redknap	N. C. Flemming	,World Archaeology	,16	,3	,1985-02-01T00:00:00Z	,pp. 373-376	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125005,10.2307/125005	,Prehistoric Histories	,Chris Gosden	Gary Lock	,World Archaeology	,30	,1	,1998-06-01T00:00:00Z	,pp. 2-12	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124084,10.2307/124084	,The Centre for Medieval Archaeological Research_ University of Caen	,Michel de Bouard	,World Archaeology	,1	,1	,1969-06-01T00:00:00Z	,pp. 61-67	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124967,10.2307/124967	,Back Matter	,	,World Archaeology	,30	,3	,1999-02-01T00:00:00Z	,pp. 516-518	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124057,10.2307/124057	,Cluster Analysis and Archaeology: Some New Developments and Applications	,F. R. Hodson	,World Archaeology	,1	,3	,1970-02-01T00:00:00Z	,pp. 299-320	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123981,10.2307/123981	,Volume Information	,	,World Archaeology	,5	,2	,1973-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124249,10.2307/124249	,Traditional Water Management in the Lower Mekong Basin	,W. J. Van Liere	,World Archaeology	,11	,3	,1980-02-01T00:00:00Z	,pp. 265-280	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125015,10.2307/125015	,Rewriting Landscape: Incorporating Sacred Landscapes into Cultural Traditions	,Cesar Parcero Oubina	Felipe Criado Boado	Manuel Santos Estevez	,World Archaeology	,30	,1	,1998-06-01T00:00:00Z	,pp. 159-176	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124171,10.2307/124171	,Volume Information	,	,World Archaeology	,6	,1	,1974-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124894,10.2307/124894	,The Central African Rain Forest: Historical Speculation and Archaeological Facts	,Manfred K. H. Eggert	,World Archaeology	,24	,1	,1992-06-01T00:00:00Z	,pp. 1-24	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125055,10.2307/125055	,The Cultural Biography of Objects	,Chris Gosden	Yvonne Marshall	,World Archaeology	,31	,2	,1999-10-01T00:00:00Z	,pp. 169-178	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125034,10.2307/125034	,Like People in Prehistory	,Thomas A. Dowson	,World Archaeology	,29	,3	,1998-02-01T00:00:00Z	,pp. 333-343	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124770,10.2307/124770	,Books Received from Publishers as at 31 December 1991	,	,World Archaeology	,23	,3	,1992-02-01T00:00:00Z	,pp. 388-389	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124248,10.2307/124248	,Change or Stability?: Hydraulics_ Hunter-Gatherers and Population in Temperate Australia	,Harry Lourandos	,World Archaeology	,11	,3	,1980-02-01T00:00:00Z	,pp. 245-264	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124854,10.2307/124854	,Titicaca Basin Archaeolinguistics: Uru_ Pukina and Aymara AD 750-1450	,David L. Browman	,World Archaeology	,26	,2	,1994-10-01T00:00:00Z	,pp. 235-251	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560210,10.2307/3560210	,Representing Nation_ Dividing Community: The Broken Hill War Memorial_ New South Wales_ Australia	,Paul Rainbird	,World Archaeology	,35	,1	,2003-06-01T00:00:00Z	,pp. 22-34	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124146,10.2307/124146	,Back Matter	,	,World Archaeology	,4	,1	,1972-06-01T00:00:00Z	,p. 124	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/123962,10.2307/123962	,Metres_ Areas and Robbing	,Martin Biddle	Birthe Kjolbye-Biddle	,World Archaeology	,1	,2	,1969-10-01T00:00:00Z	,pp. 208-219	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124428,10.2307/124428	,Valleys and Settlement: Some New Evidence	,T. W. Potter	,World Archaeology	,8	,2	,1976-10-01T00:00:00Z	,pp. 207-219	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124585,10.2307/124585	,Front Matter	,	,World Archaeology	,18	,3	,1987-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/125050,10.2307/125050	,Two Millennia of Socio-Cultural Development in Luwu_ South Sulawesi_ Indonesia	,F. David Bulbeck	Bagyo Prasetyo	,World Archaeology	,32	,1	,2000-06-01T00:00:00Z	,pp. 121-137	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560202,10.2307/3560202	,Pomegranates in Eastern Mediterranean Contexts during the Late Bronze Age	,Cheryl Ward	,World Archaeology	,34	,3	,2003-02-01T00:00:00Z	,pp. 529-541	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124300,10.2307/124300	,Archaeology and Bantu Linguistics	,D. W. Phillipson	,World Archaeology	,8	,1	,1976-06-01T00:00:00Z	,pp. 65-82	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124417,10.2307/124417	,Books Received for Review	,	,World Archaeology	,10	,1	,1978-06-01T00:00:00Z	,pp. 113-115	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/125093,10.2307/125093	,Pithoi and Food Storage in Neopalatial Crete: A Domestic Perspective	,Kostas S. Christakis	,World Archaeology	,31	,1	,1999-06-01T00:00:00Z	,pp. 1-20	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124222,10.2307/124222	,Three New Graves at Arpachiyah	,Ismail Hijara	,World Archaeology	,10	,2	,1978-10-01T00:00:00Z	,pp. 125-128	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124101,10.2307/124101	,Prehistoric and Historic Settlement Patterns in Western Cyprus (with a Discussion of Cypriot Neolithic Stone Tool Technology)	,J. M. Adovasio	G. F. Fry	J. D. Gunn	R. F. Maslowski	,World Archaeology	,6	,3	,1975-02-01T00:00:00Z	,pp. 339-364	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/827902,10.2307/827902	,Nature_ Culture and the Body in Classical Greek Religious Art	,Jeremy Tanner	,World Archaeology	,33	,2	,2001-10-01T00:00:00Z	,pp. 257-276	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124935,10.2307/124935	,Archaeological Investigations of Anadromous Salmonid Fishing in Japan	,Akira Matsui	,World Archaeology	,27	,3	,1996-02-01T00:00:00Z	,pp. 444-460	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124208,10.2307/124208	,Front Matter	,	,World Archaeology	,13	,1	,1981-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/123976,10.2307/123976	,Prehistorians and Pastoralists in Neolithic and Bronze Age England	,Richard Bradley	,World Archaeology	,4	,2	,1972-10-01T00:00:00Z	,pp. 192-204	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/4128308,10.2307/4128308	,Rags and Rock Art: The Landscapes of Holy Site Pilgrimage in the Republic of Kazakhstan	,Kenneth Lymer	,World Archaeology	,36	,1	,2004-03-01T00:00:00Z	,pp. 158-172	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124675,10.2307/124675	,Blade Technology in the Aurignacian and Gravettian of Geissenklosterle Cave_ Southwest Germany	,Joachim Hahn	Linda R. Owen	,World Archaeology	,17	,1	,1985-06-01T00:00:00Z	,pp. 61-75	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/4128286,10.2307/4128286	,Why Not the Neandertals?	,Milford H. Wolpoff	Bruce Mannheim	Alan Mann	John Hawks	Rachel Caspari	Karen R. Rosenberg	David W. Frayer	George W. Gill	Geoffrey Clark	,World Archaeology	,36	,4	,2004-12-01T00:00:00Z	,pp. 527-546	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124119,10.2307/124119	,The Diet of Early Man: Aspects of Archaeological Evidence from Lower and Middle Pleistocene Sites in Africa	,Glynn Isaac	,World Archaeology	,2	,3	,1971-02-01T00:00:00Z	,pp. 278-299	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124933,10.2307/124933	,Regional Patterns of Folsom Mobility and Land Use in the American Southwest	,Daniel S. Amick	,World Archaeology	,27	,3	,1996-02-01T00:00:00Z	,pp. 411-426	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124874,10.2307/124874	,Monuments from the Inside: The Case of the Irish Megalithic Tombs	,Julian Thomas	,World Archaeology	,22	,2	,1990-10-01T00:00:00Z	,pp. 168-178	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124176,10.2307/124176	,Political Systems and Archaeological Data in Egypt: 2600-1780 B.C.	,David O'Connor	,World Archaeology	,6	,1	,1974-06-01T00:00:00Z	,pp. 15-38	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124524,10.2307/124524	,Early Holocene Mortuary Practices and Hunter-Gatherer Adaptations in Southern Somalia	,Steven A. Brandt	,World Archaeology	,20	,1	,1988-06-01T00:00:00Z	,pp. 40-56	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124243,10.2307/124243	,The Archaeology of Musical Instruments in Germany during the Roman Period	,Maria E. Ginsberg-Klar	,World Archaeology	,12	,3	,1981-02-01T00:00:00Z	,pp. 313-320	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124395,10.2307/124395	,Volume Information	,	,World Archaeology	,12	,2	,1980-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124805,10.2307/124805	,Soil Development and Early Land Use in the Jazira Region_ Upper Mesopotamia	,T. J. Wilkinson	,World Archaeology	,22	,1	,1990-06-01T00:00:00Z	,pp. 87-103	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124214,10.2307/124214	,Cultural Associations and Mechanisms of Change in Anthropomorphic Figurines during the Neolithic in the Eastern Mediterranean Basin	,Brad Bartel	,World Archaeology	,13	,1	,1981-06-01T00:00:00Z	,pp. 73-86	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123956,10.2307/123956	,Front Matter	,	,World Archaeology	,1	,2	,1969-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124120,10.2307/124120	,The Hoabinhian and After: Subsistence Patterns in Southeast Asia during the Late Pleistocene and Early Recent Periods	,Chester Gorman	,World Archaeology	,2	,3	,1971-02-01T00:00:00Z	,pp. 300-320	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124695,10.2307/124695	,Volume Information	,	,World Archaeology	,17	,3	,1986-02-01T00:00:00Z	,pp. 461-462	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/4128305,10.2307/4128305	,Human Bodies as Objects of Dedication at Inca Mountain Shrines (North-Western Argentina)	,Constanza Ceruti	,World Archaeology	,36	,1	,2004-03-01T00:00:00Z	,pp. 103-122	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124601,10.2307/124601	,Palaeolithic Geography: Or Where Are the Deer?	,D. A. Sturdy	D. P. Webley	,World Archaeology	,19	,3	,1988-02-01T00:00:00Z	,pp. 262-280	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40023598,10.2307/40023598	,Races of Homo sapiens: If Not in the Southwest Pacific_ Then Nowhere	,David Bulbeck	Pathmanathan Raghavan	Daniel Rayner	,World Archaeology	,38	,1	,2006-03-01T00:00:00Z	,pp. 109-132	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124192,10.2307/124192	,The Perigordian V Industries in Perigord: Typological Variations_ Stratigraphy and Relative Chronology	,H. Laville	J.-Ph. Rigaud	,World Archaeology	,4	,3	,1973-02-01T00:00:00Z	,pp. 330-338	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124562,10.2307/124562	,The Question of Meteoritic versus Smelted Nickel-Rich Iron: Archaeological Evidence and Experimental Results	,E. Photos	,World Archaeology	,20	,3	,1989-02-01T00:00:00Z	,pp. 403-421	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124590,10.2307/124590	,The Planning of Some Pilgrimage Churches in Crusader Palestine	,Denys Pringle	,World Archaeology	,18	,3	,1987-02-01T00:00:00Z	,pp. 341-362	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124045,10.2307/124045	,Environment and Subsistence of Prehistoric Man in the Southern Cape Province_ South Africa	,Richard G. Klein	,World Archaeology	,5	,3	,1974-02-01T00:00:00Z	,pp. 249-284	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124749,10.2307/124749	,Front Matter	,	,World Archaeology	,25	,1	,1993-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/827909,10.2307/827909	,What Is Community Archaeology?	,Yvonne Marshall	,World Archaeology	,34	,2	,2002-10-01T00:00:00Z	,pp. 211-219	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124892,10.2307/124892	,Volume Information	,	,World Archaeology	,24	,1	,1992-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124994,10.2307/124994	,New Perceptions of the Chronology and Development of Aboriginal Fishing in South-Western Australia	,C. E. Dortch	,World Archaeology	,29	,1	,1997-06-01T00:00:00Z	,pp. 15-35	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560203,10.2307/3560203	,Access to Luxury Foods in Central Europe during the Roman Period: The Archaeobotanical Evidence	,Corrie Bakels	Stefanie Jacomet	,World Archaeology	,34	,3	,2003-02-01T00:00:00Z	,pp. 542-557	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123968,10.2307/123968	,Back Matter	,	,World Archaeology	,1	,2	,1969-10-01T00:00:00Z	,pp. 281-282	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/40026657,10.2307/40026657	,Spoken Words: Equality and Dynamics within a Group of Women Skalds in the Third Century AD_ Skovgårde_ Denmark	,Lotta Fernstål	,World Archaeology	,39	,2	,2007-06-01T00:00:00Z	,pp. 263-280	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40025087,10.2307/40025087	,On Explicit 'Replacement' Models in Island Southeast Asia: A Reply to Stephen Oppenheimer	,Peter Bellwood	Jared Diamond	,World Archaeology	,37	,4	,2005-12-01T00:00:00Z	,pp. 503-506	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124133,10.2307/124133	,An Approach to the Drawing of Pottery and Small Finds for Excavation Reports	,Robert Houston Smith	,World Archaeology	,2	,2	,1970-10-01T00:00:00Z	,pp. 212-228	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560201,10.2307/3560201	,Brewing Beer: Status_ Wealth and Ceramic Use Alteration among the Gamo of South-Western Ethiopia	,John W. Arthur	,World Archaeology	,34	,3	,2003-02-01T00:00:00Z	,pp. 516-528	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124139,10.2307/124139	,Changes in Population Pressure in Archaeological Explanation	,Philip E. L. Smith	,World Archaeology	,4	,1	,1972-06-01T00:00:00Z	,pp. 5-18	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124008,10.2307/124008	,Front Matter	,	,World Archaeology	,3	,3	,1972-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/827882,10.2307/827882	,Variability in Palaeoeskimo Occupation on South-Western Victoria Island_ Arctic Canada: Causes and Consequences	,James M. Savelle	Arthur S. Dyke	,World Archaeology	,33	,3	,2002-02-01T00:00:00Z	,pp. 508-522	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124872,10.2307/124872	,Large-Scale Integrative Facilities in Tribal Societies: Cross-Cultural and Southwestern US Examples	,Michael A. Adler	Richard H. Wilshusen	,World Archaeology	,22	,2	,1990-10-01T00:00:00Z	,pp. 133-146	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/827880,10.2307/827880	,The Death of Smokey Bear: The Ecodisaster Myth and Forest Management Practices in Prehistoric North America	,Roberta Robin Dods	,World Archaeology	,33	,3	,2002-02-01T00:00:00Z	,pp. 475-487	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123996,10.2307/123996	,Front Matter	,	,World Archaeology	,6	,2	,1974-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124793,10.2307/124793	,Arid Landscapes and Environmental Transformations in Ancient Southwestern Ecuador	,Peter W. Stahl	,World Archaeology	,22	,3	,1991-02-01T00:00:00Z	,pp. 346-359	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124822,10.2307/124822	,Front Matter	,	,World Archaeology	,24	,2	,1992-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124780,10.2307/124780	,Sound_ Color and Meaning in the Metallurgy of Ancient West Mexico	,Dorothy Hosler	,World Archaeology	,27	,1	,1995-06-01T00:00:00Z	,pp. 100-115	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124440,10.2307/124440	,Archaeology in the Netherlands: Delta Archaeology	,H. T. Waterbolk	,World Archaeology	,13	,2	,1981-10-01T00:00:00Z	,pp. 240-254	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40026144,10.2307/40026144	,A Day in the Life of a Training Excavation: Teaching Archaeological Fieldwork in the UK	,Paul Everill	,World Archaeology	,39	,4	,2007-12-01T00:00:00Z	,pp. 483-498	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/4128287,10.2307/4128287	,Knowing Ways/Ways of Knowing: Reconciling Science and Tradition	,Roberta Robin Dods	,World Archaeology	,36	,4	,2004-12-01T00:00:00Z	,pp. 547-557	,Taylor & Francis_ Ltd.	,fla	,	,
