id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/279637,10.2307/279637	,Suggestions for Evaluating Archaeological Maize	,Mary Eubanks Dunn	,American Antiquity	,43	,1	,1978-01-01T00:00:00Z	,pp. 97-99	,Society for American Archaeology	,fla	,	,
10.2307/279499,10.2307/279499	,The Initial Series on Stela 5 at Pixoy	,Michael P. Closs	,American Antiquity	,43	,4	,1978-10-01T00:00:00Z	,pp. 690-694	,Society for American Archaeology	,fla	,	,
10.2307/40035874,10.2307/40035874	,Dates Are Not Just Data: Paleolithic Settlement Patterns in Siberia Derived from Radiocarbon Records	,Yaroslav V. Kuzmin	Susan G. Keates	,American Antiquity	,70	,4	,2005-10-01T00:00:00Z	,pp. 773-789	,Society for American Archaeology	,fla	,	,
10.2307/40035327,10.2307/40035327	,Tasmanian Knowledge and Skill: Maladaptive Imitation or Adequate Technology?	,Dwight Read	,American Antiquity	,71	,1	,2006-01-01T00:00:00Z	,pp. 164-184	,Society for American Archaeology	,fla	,	,
10.2307/275529,10.2307/275529	,The Box Elder Mound in la Salle County_ Illinois	,James B. Griffin	,American Antiquity	,11	,1	,1945-07-01T00:00:00Z	,pp. 47-48	,Society for American Archaeology	,fla	,	,
10.2307/276250,10.2307/276250	,Supplementary Note on the Aleutian Core and Blade Industry	,W. S. Laughlin	G. H. Marsh	J. W. Leach	,American Antiquity	,18	,1	,1952-07-01T00:00:00Z	,pp. 69-70	,Society for American Archaeology	,fla	,	,
10.2307/278631,10.2307/278631	,Complex Society Archaeology	,William J. Mayer-Oakes	,American Antiquity	,29	,1	,1963-07-01T00:00:00Z	,pp. 57-60	,Society for American Archaeology	,fla	,	,
10.2307/276311,10.2307/276311	,Ancient Mesoamerican Mortars_ Plasters_ and Stuccos: Comalcalco_ Part II	,Edwin R. Littmann	,American Antiquity	,23	,3	,1958-01-01T00:00:00Z	,pp. 292-296	,Society for American Archaeology	,fla	,	,
10.2307/3557033,10.2307/3557033	,New Interpretations of Mimbres Public Architecture and Space: Implications for Cultural Change	,Darrell Creel	Roger Anyon	,American Antiquity	,68	,1	,2003-01-01T00:00:00Z	,pp. 67-92	,Society for American Archaeology	,fla	,	,
10.2307/281459,10.2307/281459	,Domesticated Sunflower in Fifth Millennium B.P. Temporal Context: New Evidence from Middle Tennessee	,Gary D. Crites	,American Antiquity	,58	,1	,1993-01-01T00:00:00Z	,pp. 146-148	,Society for American Archaeology	,fla	,	,
10.2307/275114,10.2307/275114	,The Hofmann Site	,Ripley P. Bullen	Arthur M. Hofmann	,American Antiquity	,10	,2	,1944-10-01T00:00:00Z	,pp. 186-197	,Society for American Archaeology	,fla	,	,
10.2307/279242,10.2307/279242	,What Can Systems Theory Do for Archaeology?	,Merrilee H. Salmon	,American Antiquity	,43	,2	,1978-04-01T00:00:00Z	,pp. 174-183	,Society for American Archaeology	,fla	,	,
10.2307/277800,10.2307/277800	,The Mandeville Site in Southwest Georgia	,James H. Kellar	A. R. Kelly	Edward V. McMichael	,American Antiquity	,27	,3	,1962-01-01T00:00:00Z	,pp. 336-355	,Society for American Archaeology	,fla	,	,
10.2307/277944,10.2307/277944	,Disposal of the Dead at Point of Pines_ Arizona	,William J. Robinson	Roderick Sprague	,American Antiquity	,30	,4	,1965-04-01T00:00:00Z	,pp. 442-453	,Society for American Archaeology	,fla	,	,
10.2307/280164,10.2307/280164	,Tribe versus Chiefdom in Lower Central America	,Winifred Creamer	Jonathan Haas	,American Antiquity	,50	,4	,1985-10-01T00:00:00Z	,pp. 738-754	,Society for American Archaeology	,fla	,	,
10.2307/279412,10.2307/279412	,Formative Period Occupations in the Highlands of Northern Ecuador: Rejoinder to Athens	,Thomas P. Myers	,American Antiquity	,43	,3	,1978-07-01T00:00:00Z	,pp. 497-500	,Society for American Archaeology	,fla	,	,
10.2307/276922,10.2307/276922	,Evidence of a Subsurface Chamber under the Brown Mound at Spiro	,J. Joe Bauxar	,American Antiquity	,19	,2	,1953-10-01T00:00:00Z	,pp. 169-170	,Society for American Archaeology	,fla	,	,
10.2307/275382,10.2307/275382	,Archaeology in the Southwest	,Frank H. H. Roberts Jr.	,American Antiquity	,3	,1	,1937-07-01T00:00:00Z	,pp. 3-33	,Society for American Archaeology	,fla	,	,
10.2307/280613,10.2307/280613	,Sampling and Statistical Inference in Owens Valley	,Robert L. Bettinger	,American Antiquity	,46	,3	,1981-07-01T00:00:00Z	,pp. 656-660	,Society for American Archaeology	,fla	,	,
10.2307/282080,10.2307/282080	,The GE Mound: An ARPA Case Study	,Cheryl Ann Munson	Marjorie Melvin Jones	Robert E. Fry	,American Antiquity	,60	,1	,1995-01-01T00:00:00Z	,pp. 131-159	,Society for American Archaeology	,fla	,	,
10.2307/276528,10.2307/276528	,Erratum: Recent Work on Early Man at the Gruta de Cadonga in the Argentine Republic	,	,American Antiquity	,17	,4	,1952-04-01T00:00:00Z	,p. 393	,Society for American Archaeology	,fla	,	,
10.2307/279336,10.2307/279336	,Of Shoe-Form Vessels and Ethnographic Analogy	,Edward B. Sisson	,American Antiquity	,40	,4	,1975-10-01T00:00:00Z	,pp. 475-476	,Society for American Archaeology	,fla	,	,
10.2307/276271,10.2307/276271	,White Cat Village	,John L. Champe	,American Antiquity	,14	,4	,1949-04-01T00:00:00Z	,pp. 285-292	,Society for American Archaeology	,fla	,	,
10.2307/279620,10.2307/279620	,Texcoco Region Archaeology	,Richard E. Blanton	,American Antiquity	,40	,2	,1975-04-01T00:00:00Z	,pp. 227-230	,Society for American Archaeology	,fla	,	,
10.2307/278649,10.2307/278649	,Occurrence of Overall Corded Pottery in the Upper Ottawa Valley_ Canada	,B. M. Mitchell	,American Antiquity	,29	,1	,1963-07-01T00:00:00Z	,pp. 114-115	,Society for American Archaeology	,fla	,	,
10.2307/2694876,10.2307/2694876	,Conflict_ Trade_ and Political Development on the Southern Plains	,Susan C. Vehik	,American Antiquity	,67	,1	,2002-01-01T00:00:00Z	,pp. 37-64	,Society for American Archaeology	,fla	,	,
10.2307/278143,10.2307/278143	,A Paleo-Indian Butchering Kit	,Hallett H. Hammatt	,American Antiquity	,35	,2	,1970-04-01T00:00:00Z	,pp. 141-152	,Society for American Archaeology	,fla	,	,
10.2307/279043,10.2307/279043	,The Anomalous Ixil. Bypassed by the Postclassic?	,Benjamin N. Colby	,American Antiquity	,41	,1	,1976-01-01T00:00:00Z	,pp. 74-80	,Society for American Archaeology	,fla	,	,
10.2307/277073,10.2307/277073	,Comment on Quimby's "Cultural and Natural Areas before Kroeber"	,Homer Aschmann	,American Antiquity	,20	,4	,1955-04-01T00:00:00Z	,pp. 377-378	,Society for American Archaeology	,fla	,	,
10.2307/275112,10.2307/275112	,Pottery Types of the Manuelito District	,Erik K. Reed	,American Antiquity	,10	,2	,1944-10-01T00:00:00Z	,pp. 161-172	,Society for American Archaeology	,fla	,	,
10.2307/275263,10.2307/275263	,Supplement to Archaeological Work in South America 1934-1936	,Wendell C. Bennett	,American Antiquity	,3	,3	,1938-01-01T00:00:00Z	,pp. 256-259	,Society for American Archaeology	,fla	,	,
10.2307/276558,10.2307/276558	,Momil: A Formative Sequence from the Sinu Valley_ Colombia	,Gerardo Reichel-Dolmatoff	,American Antiquity	,22	,3	,1957-01-01T00:00:00Z	,pp. 226-234	,Society for American Archaeology	,fla	,	,
10.2307/276680,10.2307/276680	,New Light on the Midland Discovery	,Fred Wendorf	Alex D. Krieger	,American Antiquity	,25	,1	,1959-07-01T00:00:00Z	,pp. 66-78	,Society for American Archaeology	,fla	,	,
10.2307/275704,10.2307/275704	,Possibilities of an Aboriginal Practice of Agriculture among the Southern DiegueÑno	,Adan E. Treganza	,American Antiquity	,12	,3	,1947-01-01T00:00:00Z	,pp. 169-173	,Society for American Archaeology	,fla	,	,
10.2307/281335,10.2307/281335	,Organic-Tempered Pottery: An Experimental Study	,James M. Skibo	Michael B. Schiffer	Kenneth C. Reid	,American Antiquity	,54	,1	,1989-01-01T00:00:00Z	,pp. 122-146	,Society for American Archaeology	,fla	,	,
10.2307/277478,10.2307/277478	,Ancient Mesoamerican Mortars_ Plasters_ and Stuccos: The Composition and Origin of Sascab	,Edwin R. Littmann	,American Antiquity	,24	,2	,1958-10-01T00:00:00Z	,pp. 172-176	,Society for American Archaeology	,fla	,	,
10.2307/40035320,10.2307/40035320	,Midden Ceramic Assemblage Formation: A Case Study from Kalinga_ Philippines	,Margaret E. Beck	,American Antiquity	,71	,1	,2006-01-01T00:00:00Z	,pp. 27-51	,Society for American Archaeology	,fla	,	,
10.2307/279739,10.2307/279739	,Part II: Current Research in Europe_ the near and Middle East_ and China	,Peter S. Wells	C. C. Lamberg-Karlovsky	K. C. Chang	,American Antiquity	,49	,4	,1984-10-01T00:00:00Z	,pp. 742-756	,Society for American Archaeology	,fla	,	,
10.2307/2694349,10.2307/2694349	,Facilities and Hunter-Gatherer Long-Term Land Use Patterns: An Example from Southwest Wyoming	,Craig S. Smith	Lance M. McNees	,American Antiquity	,64	,1	,1999-01-01T00:00:00Z	,pp. 117-136	,Society for American Archaeology	,fla	,	,
10.2307/275368,10.2307/275368	,Tree-Ring Chronology in the Southeast	,Frank Bryan	,American Antiquity	,4	,1	,1938-07-01T00:00:00Z	,p. 60	,Society for American Archaeology	,fla	,	,
10.2307/276395,10.2307/276395	,Martinez de Companon_ Founder of Peruvian Archaeology	,Richard P. Schaedel	,American Antiquity	,15	,2	,1949-10-01T00:00:00Z	,pp. 161-163	,Society for American Archaeology	,fla	,	,
10.2307/275424,10.2307/275424	,The Ceramic Sequence in the Etowah Drainage_ Northwest Georgia	,Robert Wauchope	,American Antiquity	,13	,3	,1948-01-01T00:00:00Z	,pp. 201-209	,Society for American Archaeology	,fla	,	,
10.2307/275344,10.2307/275344	,The Deep Creek Region_ the Northwestern Frontier of the Pueblo Culture	,Carling Malouf	,American Antiquity	,12	,2	,1946-10-01T00:00:00Z	,pp. 117-121	,Society for American Archaeology	,fla	,	,
10.2307/276572,10.2307/276572	,European Knife Handles at Pecos. A Correction	,A. V. Kidder	,American Antiquity	,22	,3	,1957-01-01T00:00:00Z	,pp. 297-298	,Society for American Archaeology	,fla	,	,
10.2307/279436,10.2307/279436	,Improve Field Research Administration? How?	,Robert D. Cunningham	,American Antiquity	,39	,3	,1974-07-01T00:00:00Z	,pp. 462-465	,Society for American Archaeology	,fla	,	,
10.2307/276024,10.2307/276024	,A Brief Metallographic Study of Primitive Copper Work	,Curtis L. Wilson	Melville Sayre	,American Antiquity	,1	,2	,1935-10-01T00:00:00Z	,pp. 109-112	,Society for American Archaeology	,fla	,	,
10.2307/2694878,10.2307/2694878	,Mapping Poverty Point	,Tristram R. Kidder	,American Antiquity	,67	,1	,2002-01-01T00:00:00Z	,pp. 89-101	,Society for American Archaeology	,fla	,	,
10.2307/281278,10.2307/281278	,Hopewell Obsidian Studies: Behavioral Implications of Recent Sourcing and Dating Research	,James W. Hatch	Joseph W. Michels	Christopher M. Stevenson	Barry E. Scheetz	Richard A. Geidel	,American Antiquity	,55	,3	,1990-07-01T00:00:00Z	,pp. 461-479	,Society for American Archaeology	,fla	,	,
10.2307/280071,10.2307/280071	,Some Additional Perspectives on Appropriate Models and Analogs for Hunter-Gatherer Populations	,George H. Odell	,American Antiquity	,47	,1	,1982-01-01T00:00:00Z	,pp. 192-198	,Society for American Archaeology	,fla	,	,
10.2307/278601,10.2307/278601	,A Key Pictograph from the Bloodvein River_ Manitoba	,Jack Steinbring	Douglas Elias	,American Antiquity	,33	,4	,1968-10-01T00:00:00Z	,pp. 499-501	,Society for American Archaeology	,fla	,	,
10.2307/281114,10.2307/281114	,Measurement of Archaeological Diversity and the Sample-Size Effect	,David Rhode	,American Antiquity	,53	,4	,1988-10-01T00:00:00Z	,pp. 708-716	,Society for American Archaeology	,fla	,	,
10.2307/280210,10.2307/280210	,Spatial Patterns and Regional Growth among Classic Maya Cities	,R. E. W. Adams	Richard C. Jones	,American Antiquity	,46	,2	,1981-04-01T00:00:00Z	,pp. 301-322	,Society for American Archaeology	,fla	,	,
10.2307/20622424,10.2307/20622424	,Change and Continuity_ Practice and Memory: Native American Persistence in Colonial New England	,Stephen W. Silliman	,American Antiquity	,74	,2	,2009-04-01T00:00:00Z	,pp. 211-230	,Society for American Archaeology	,fla	,	,
10.2307/277046,10.2307/277046	,A Dog Burial from the Sacramento Valley	,William G. Haag	Robert F. Heizer	,American Antiquity	,18	,3	,1953-01-01T00:00:00Z	,pp. 263-265	,Society for American Archaeology	,fla	,	,
10.2307/2694068,10.2307/2694068	,Quantifying Shell: Comments on Mason_ Peterson_ and Tiffany	,Cheryl Claassen	,American Antiquity	,65	,2	,2000-04-01T00:00:00Z	,pp. 415-418	,Society for American Archaeology	,fla	,	,
10.2307/2694387,10.2307/2694387	,Chronology of Sites at Killarney_ Canada	,E. F. Greenman	,American Antiquity	,31	,4	,1966-04-01T00:00:00Z	,pp. 540-551	,Society for American Archaeology	,fla	,	,
10.2307/275544,10.2307/275544	,Photographing Translucent_ Transparent_ and Multicolored Artifacts	,Ronald L. Ives	,American Antiquity	,6	,3	,1941-01-01T00:00:00Z	,pp. 263-265	,Society for American Archaeology	,fla	,	,
10.2307/279750,10.2307/279750	,Reply to Hammond and Andrews	,Joyce Marcus	,American Antiquity	,49	,4	,1984-10-01T00:00:00Z	,pp. 829-833	,Society for American Archaeology	,fla	,	,
10.2307/282508,10.2307/282508	,The Social and Economic Contexts of Lithic Procurement: Obsidian from Classic-Period Hohokam Sites	,Jane Peterson	Douglas R. Mitchell	M. Steven Shackley	,American Antiquity	,62	,2	,1997-04-01T00:00:00Z	,pp. 231-259	,Society for American Archaeology	,fla	,	,
10.2307/279197,10.2307/279197	,Measuring the Selective Utilization of Animal Species by Prehistoric Human Populations	,Bruce D. Smith	,American Antiquity	,44	,1	,1979-01-01T00:00:00Z	,pp. 155-160	,Society for American Archaeology	,fla	,	,
10.2307/279713,10.2307/279713	,Economic Aspects of Commercial Archaeology in Costa Rica	,Dwight B. Heath	,American Antiquity	,38	,3	,1973-07-01T00:00:00Z	,pp. 259-265	,Society for American Archaeology	,fla	,	,
10.2307/2694185,10.2307/2694185	,We Have Met the Selectionist and It Is Us: Some Comments on Loney's "Critical Review of Models of Technological Change in Ceramic Studies"	,Hector Neff	,American Antiquity	,66	,4	,2001-10-01T00:00:00Z	,pp. 726-728	,Society for American Archaeology	,fla	,	,
10.2307/275225,10.2307/275225	,Unique Artifact from Manitoba	,Chris Vickers	,American Antiquity	,14	,2	,1948-10-01T00:00:00Z	,pp. 126-127	,Society for American Archaeology	,fla	,	,
10.2307/280828,10.2307/280828	,The First Claim for Cannibalism in the Southwest: Walter Hough's 1901 Discovery at Canyon Butte Ruin 3_ Northeastern Arizona	,Christy G. Turner_ II	Jacqueline A. Turner	,American Antiquity	,57	,4	,1992-10-01T00:00:00Z	,pp. 661-682	,Society for American Archaeology	,fla	,	,
10.2307/275432,10.2307/275432	,Remarks on the Prone Burial Position in China and North America	,Robert F. Heizer	,American Antiquity	,13	,3	,1948-01-01T00:00:00Z	,pp. 249-250	,Society for American Archaeology	,fla	,	,
10.2307/276394,10.2307/276394	,A Shell Collar from Puerto Rico	,J. L. Montalvo Guenard	,American Antiquity	,15	,2	,1949-10-01T00:00:00Z	,pp. 160-161	,Society for American Archaeology	,fla	,	,
10.2307/280930,10.2307/280930	,Mortuary Display and Status in a Nineteenth-Century Anglo-American Cemetery in Manassas_ Virginia	,Barbara J. Little	Kim M. Lanphear	Douglas W. Owsley	,American Antiquity	,57	,3	,1992-07-01T00:00:00Z	,pp. 397-418	,Society for American Archaeology	,fla	,	,
10.2307/2693999,10.2307/2693999	,Comment on Davis' Hypothesis of Pueblo Indian Migrations	,Stephen C. Jett	,American Antiquity	,31	,2	,1965-10-01T00:00:00Z	,pp. 276-277	,Society for American Archaeology	,fla	,	,
10.2307/276497,10.2307/276497	,Geological Confirmation of Native Traditions_ Yakutat_ Alaska	,Frederica de Laguna	,American Antiquity	,23	,4	,1958-04-01T00:00:00Z	,p. 434	,Society for American Archaeology	,fla	,	,
10.2307/275425,10.2307/275425	,Culture Sequence in the Manatee Region of West Florida	,Gordon R. Willey	,American Antiquity	,13	,3	,1948-01-01T00:00:00Z	,pp. 209-218	,Society for American Archaeology	,fla	,	,
10.2307/277952,10.2307/277952	,A Seminole War Fort Site in Northern Florida	,Stanley J. Olsen	,American Antiquity	,30	,4	,1965-04-01T00:00:00Z	,pp. 491-494	,Society for American Archaeology	,fla	,	,
10.2307/277307,10.2307/277307	,The Development of Folk and Complex Cultures in the Southern Maya Area	,Stephan F. de Borhegyi	,American Antiquity	,21	,4	,1956-04-01T00:00:00Z	,pp. 343-356	,Society for American Archaeology	,fla	,	,
10.2307/276393,10.2307/276393	,A Copper Trade Object from the Headwaters Lakes Aspect in Manitoba	,Chris Vickers	Ralph D. Bird	,American Antiquity	,15	,2	,1949-10-01T00:00:00Z	,pp. 157-160	,Society for American Archaeology	,fla	,	,
10.2307/2694461,10.2307/2694461	,A Comment on Rowe's "Duffusionism and Archaeology"	,Stephen C. Jett	George F. Carter	,American Antiquity	,31	,6	,1966-10-01T00:00:00Z	,pp. 867-870	,Society for American Archaeology	,fla	,	,
10.2307/276605,10.2307/276605	,Curvilinear Motifs on New York Coastal Pottery: A Reply	,Julius Lopez	,American Antiquity	,24	,4	,1959-04-01T00:00:00Z	,p. 427	,Society for American Archaeology	,fla	,	,
10.2307/280940,10.2307/280940	,Reply to Hughes	,Christopher M. Stevenson	Barry Scheetz	James W. Hatch	,American Antiquity	,57	,3	,1992-07-01T00:00:00Z	,pp. 524-525	,Society for American Archaeology	,fla	,	,
10.2307/278154,10.2307/278154	,Differential Bone Destruction: An Ethnographic Example	,Patricia J. Lyon	,American Antiquity	,35	,2	,1970-04-01T00:00:00Z	,pp. 213-215	,Society for American Archaeology	,fla	,	,
10.2307/278934,10.2307/278934	,An Experimental Study of the Morphological Characteristics of Tool Marks	,Phillip L. Walker	Jeffrey C. Long	,American Antiquity	,42	,4	,1977-10-01T00:00:00Z	,pp. 605-616	,Society for American Archaeology	,fla	,	,
10.2307/279397,10.2307/279397	,Changing Holocene Environments at the Koster Site: A Geo-Archaeological Perspective	,Karl W. Butzer	,American Antiquity	,43	,3	,1978-07-01T00:00:00Z	,pp. 408-413	,Society for American Archaeology	,fla	,	,
10.2307/281651,10.2307/281651	,The Nondestructive Identification of Worn Coins from the Marquette Mission Site_ St. Ignace_ Michigan	,Russell K. Skowronek	Max M. Houck	,American Antiquity	,55	,2	,1990-04-01T00:00:00Z	,pp. 337-347	,Society for American Archaeology	,fla	,	,
10.2307/278088,10.2307/278088	,A Shell Heap Site on Griffin Island_ Wellfleet_ Massachusetts	,Ross Moffett	,American Antiquity	,28	,1	,1962-07-01T00:00:00Z	,pp. 96-100	,Society for American Archaeology	,fla	,	,
10.2307/276138,10.2307/276138	,Historic Site Archaeology at Jamestown	,John L. Cotter	Edward B. Jelks	,American Antiquity	,22	,4	,1957-04-01T00:00:00Z	,pp. 387-389	,Society for American Archaeology	,fla	,	,
10.2307/279188,10.2307/279188	,Culture Areas and Interaction Spheres: Contrasting Approaches to the Emergence of Civilization in the Maya Lowlands	,David A. Freidel	,American Antiquity	,44	,1	,1979-01-01T00:00:00Z	,pp. 36-54	,Society for American Archaeology	,fla	,	,
10.2307/279508,10.2307/279508	,Comments on the Pleistocene Age Assignment and Associations of a Human Burial from the Yuha Desert_ California: A Rebuttal	,James L. Bischoff	W. Morlin Childers	Roy J. Shlemon	,American Antiquity	,43	,4	,1978-10-01T00:00:00Z	,pp. 747-749	,Society for American Archaeology	,fla	,	,
10.2307/2694739,10.2307/2694739	,Prehistoric Rock Paintings in Baja California	,Clement W. Meighan	,American Antiquity	,31	,3	,1966-01-01T00:00:00Z	,pp. 372-392	,Society for American Archaeology	,fla	,	,
10.2307/281021,10.2307/281021	,The Treatment of Human Remains on Navajo Lands	,Anthony L. Klesert	Michael J. Andrews	,American Antiquity	,53	,2	,1988-04-01T00:00:00Z	,pp. 310-320	,Society for American Archaeology	,fla	,	,
10.2307/20622429,10.2307/20622429	,Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming	,Jack N. Fenner	,American Antiquity	,74	,2	,2009-04-01T00:00:00Z	,pp. 323-350	,Society for American Archaeology	,fla	,	,
10.2307/279192,10.2307/279192	,The Earliest Lowland Maya? Definition of the Swasey Phase	,Norman Hammond	Duncan Pring	Richard Wilk	Sara Donaghey	Frank P. Saul	Elizabeth S. Wing	Arlene V. Miller	Lawrence H. Feldman	,American Antiquity	,44	,1	,1979-01-01T00:00:00Z	,pp. 92-110	,Society for American Archaeology	,fla	,	,
10.2307/3557034,10.2307/3557034	,Postmarital Residence Practices in the Windover Population: Sex-Based Dental Variation as an Indicator of Patrilocality	,Paula D. Tomczak	Joseph F. Powell	,American Antiquity	,68	,1	,2003-01-01T00:00:00Z	,pp. 93-108	,Society for American Archaeology	,fla	,	,
10.2307/278187,10.2307/278187	,The Use of a Simple Water Level as an Intrasite Leveling Device	,Cynthia Irwin-Williams	,American Antiquity	,35	,1	,1970-01-01T00:00:00Z	,pp. 109-110	,Society for American Archaeology	,fla	,	,
10.2307/276910,10.2307/276910	,New Archaeological Cultures from the Departments of Chuquisaca_ Potosi and Tarija_ Bolivia	,Dick Edgar Ibarra Grasso	,American Antiquity	,19	,2	,1953-10-01T00:00:00Z	,pp. 126-129	,Society for American Archaeology	,fla	,	,
10.2307/279520,10.2307/279520	,Early Boundary Maintenance in Northwest Yucatan_ Mexico	,Edward B. Kurjack	E. Wyllys Andrews_ V	,American Antiquity	,41	,3	,1976-07-01T00:00:00Z	,pp. 318-325	,Society for American Archaeology	,fla	,	,
10.2307/275410,10.2307/275410	,A Southern Oklahoma Copper Ornament	,H. R. Antle	,American Antiquity	,7	,4	,1942-04-01T00:00:00Z	,pp. 402-403	,Society for American Archaeology	,fla	,	,
10.2307/2694751,10.2307/2694751	,An Artifact of Possible Wisconsin Age	,Arthur J. Jelinek	,American Antiquity	,31	,3	,1966-01-01T00:00:00Z	,pp. 434-435	,Society for American Archaeology	,fla	,	,
10.2307/278962,10.2307/278962	,Columbia Plateau Prehistory: Some Observations	,David L. Browman	David A. Munsell	,American Antiquity	,37	,4	,1972-10-01T00:00:00Z	,pp. 546-548	,Society for American Archaeology	,fla	,	,
10.2307/279622,10.2307/279622	,Trace Element Analyses of Archaeological Materials	,David J. Ives	,American Antiquity	,40	,2	,1975-04-01T00:00:00Z	,pp. 235-236	,Society for American Archaeology	,fla	,	,
10.2307/279466,10.2307/279466	,Manifestations of a Conceptual Artistic Ideal within a Prehistoric Culture	,George W. Gill	,American Antiquity	,42	,1	,1977-01-01T00:00:00Z	,pp. 101-110	,Society for American Archaeology	,fla	,	,
10.2307/2694141,10.2307/2694141	,Public Opinion and Archaeological Heritage: Views from Outside the Profession	,David Pokotylo	Neil Guppy	,American Antiquity	,64	,3	,1999-07-01T00:00:00Z	,pp. 400-416	,Society for American Archaeology	,fla	,	,
10.2307/278285,10.2307/278285	,Some Thoughts on Amateur Archaeology	,Jane Holden Kelley	,American Antiquity	,28	,3	,1963-01-01T00:00:00Z	,pp. 394-396	,Society for American Archaeology	,fla	,	,
10.2307/275658,10.2307/275658	,Surface Collecting on Tabeguache Creek	,C. T. Hurst	,American Antiquity	,11	,2	,1945-10-01T00:00:00Z	,pp. 105-108	,Society for American Archaeology	,fla	,	,
10.2307/276953,10.2307/276953	,Palmate Stones and Thin Stone Heads: Suggestions on Their Possible Use	,Gordon F. Ekholm	,American Antiquity	,15	,1	,1949-07-01T00:00:00Z	,pp. 1-9	,Society for American Archaeology	,fla	,	,
10.2307/280061,10.2307/280061	,Osteological Identification of Long-Eared and Short-Eared Owls	,Steven D. Emslie	,American Antiquity	,47	,1	,1982-01-01T00:00:00Z	,pp. 155-157	,Society for American Archaeology	,fla	,	,
10.2307/40035887,10.2307/40035887	,Experimental and Archaeological Verification of an Index of Retouch for Hafted Bifaces	,William Andrefsky Jr.	,American Antiquity	,71	,4	,2006-10-01T00:00:00Z	,pp. 743-757	,Society for American Archaeology	,fla	,	,
10.2307/276238,10.2307/276238	,Implications of Radiocarbon Datings for the Origin of the Dorset Culture	,Bernard G. Hoffman	,American Antiquity	,18	,1	,1952-07-01T00:00:00Z	,pp. 15-17	,Society for American Archaeology	,fla	,	,
10.2307/276693,10.2307/276693	,Dating the Ulua Polychrome Complex	,Jeremiah F. Epstein	,American Antiquity	,25	,1	,1959-07-01T00:00:00Z	,pp. 125-129	,Society for American Archaeology	,fla	,	,
10.2307/278785,10.2307/278785	,A System of Archaeological Sites Designation for Alaska	,Frederick Hadleigh-West	,American Antiquity	,32	,1	,1967-01-01T00:00:00Z	,pp. 107-108	,Society for American Archaeology	,fla	,	,
10.2307/2694569,10.2307/2694569	,The Committee for the Recovery of Archaeological Remains: Three Decades of Service to the Archaeological Profession	,Fred Wendorf	Raymond H. Thompson	,American Antiquity	,67	,2	,2002-04-01T00:00:00Z	,pp. 317-330	,Society for American Archaeology	,fla	,	,
10.2307/280790,10.2307/280790	,Paleodemographic Correlates of Fertility: A Reply to Corruccini_ Brandon_ and Handler and to Holland	,Lyle W. Konigsberg	Jane E. Buikstra	Jill Bullington	,American Antiquity	,54	,3	,1989-07-01T00:00:00Z	,pp. 626-636	,Society for American Archaeology	,fla	,	,
10.2307/279745,10.2307/279745	,Maya-7: A Diagnostic Program for the Calendar round	,Sorab K. Ghandhi	,American Antiquity	,49	,4	,1984-10-01T00:00:00Z	,pp. 806-808	,Society for American Archaeology	,fla	,	,
10.2307/279815,10.2307/279815	,Divided We Stand: Aspects of Archaeology and Information	,A. Colin Renfrew	,American Antiquity	,48	,1	,1983-01-01T00:00:00Z	,pp. 3-16	,Society for American Archaeology	,fla	,	,
10.2307/40035267,10.2307/40035267	,Reconsidering Spatial and Temporal Aspects of Prehistoric Cultural Identity: A Case Study from the American Southwest	,Wesley Bernardini	,American Antiquity	,70	,1	,2005-01-01T00:00:00Z	,pp. 31-54	,Society for American Archaeology	,fla	,	,
10.2307/40035312,10.2307/40035312	,Temporal Data Requirements_ Luminescence Dates_ and the Resolution of Chronological Structure of Late Prehistoric Deposits in the Central Mississippi River Valley	,Carl P. Lipo	James K. Feathers	Robert C. Dunnell	,American Antiquity	,70	,3	,2005-07-01T00:00:00Z	,pp. 527-544	,Society for American Archaeology	,fla	,	,
10.2307/2694381,10.2307/2694381	,A Critical Examination of Data Processing in Archaeology_ with an Evaluation of a New Inverted Data System	,Jacques Bordaz	Victoria Bordaz	,American Antiquity	,31	,4	,1966-04-01T00:00:00Z	,pp. 494-501	,Society for American Archaeology	,fla	,	,
10.2307/275818,10.2307/275818	,Concerning Grooved Axes in California	,Paul Gebhard	,American Antiquity	,12	,1	,1946-07-01T00:00:00Z	,p. 54	,Society for American Archaeology	,fla	,	,
10.2307/275870,10.2307/275870	,Prehistoric Canals in the Salt River Valley_ Arizona	,Albert H. Schroeder	,American Antiquity	,8	,4	,1943-04-01T00:00:00Z	,pp. 380-386	,Society for American Archaeology	,fla	,	,
10.2307/276411,10.2307/276411	,Cultural Succession in the Aleutians	,Theodore P. Bank_ II	,American Antiquity	,19	,1	,1953-07-01T00:00:00Z	,pp. 40-49	,Society for American Archaeology	,fla	,	,
10.2307/280103,10.2307/280103	,A Biocultural Analysis of Social Organization at Monte Alban	,Richard G. Wilkinson	Richard J. Norelli	,American Antiquity	,46	,4	,1981-10-01T00:00:00Z	,pp. 743-758	,Society for American Archaeology	,fla	,	,
