id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/530021,10.2307/530021	,Excavations at Pacbitun_ Belize: Preliminary Report on the 1986 and 1987 Investigations	,Paul F. Healy	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,pp. 247-262	,Maney Publishing	,fla	,	,
10.2307/530002,10.2307/530002	,Land Use and Soil Erosion in Prehistoric and Historical Greece	,Tjeerd H. van Andel	Eberhard Zangger	Anne Demitrack	,Journal of Field Archaeology	,17	,4	,1990-12-01T00:00:00Z	,pp. 379-396	,Maney Publishing	,fla	,	,
10.2307/529710,10.2307/529710	,Faunal Remains from Karataş-Semayük in Southwest Anatolia: An Interim Report	,Brian Hesse	Dexter Perkins_ Jr.	,Journal of Field Archaeology	,1	,1/2	,1974-01-01T00:00:00Z	,pp. 149-160	,Maney Publishing	,fla	,	,
10.2307/530690,10.2307/530690	,Communal Ritual and Faunal Remains: An Example from the Dolores Anasazi	,James M. Potter	,Journal of Field Archaeology	,24	,3	,1997-10-01T00:00:00Z	,pp. 353-364	,Maney Publishing	,fla	,	,
10.2307/529578,10.2307/529578	,Front Matter	,	,Journal of Field Archaeology	,7	,1	,1980-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530443,10.2307/530443	,Population Aggregation_ Community Organization_ and Plaza-Oriented Pueblos in the American Southwest	,Alison E. Rautman	,Journal of Field Archaeology	,27	,3	,2000-10-01T00:00:00Z	,pp. 271-283	,Maney Publishing	,fla	,	,
10.2307/530268,10.2307/530268	,	,Timothy E. Gregory	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 245-246	,Maney Publishing	,brv	,A Temple for Byzantium. The Discovery and Excavation of Anicia Juliana's Palace-Church in Istanbul|Martin Harrison	,
10.2307/3181454,10.2307/3181454	,Back Matter	,	,Journal of Field Archaeology	,28	,3/4	,2001-10-01T00:00:00Z	,pp. 475-480	,Maney Publishing	,mis	,	,
10.2307/529708,10.2307/529708	,The "Tiger_" an Early Dutch 17th Century Ship_ and an Abortive Salvage Attempt	,Ralph S. Solecki	,Journal of Field Archaeology	,1	,1/2	,1974-01-01T00:00:00Z	,pp. 109-116	,Maney Publishing	,fla	,	,
10.2307/40024948,10.2307/40024948	,	,Christopher H. Roosevelt	,Journal of Field Archaeology	,30	,2	,2005-07-01T00:00:00Z	,pp. 218-222	,Maney Publishing	,brv	,Mediterranean Archaeological Landscapes: Current Issues|Effie F. Athanassopoulos;Luann Wandsnider	,
10.2307/530023,10.2307/530023	,Toolstone Selection and Lithic Technology in Early Great Basin Prehistory	,Charlotte Beck	George T. Jones	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,pp. 283-299	,Maney Publishing	,fla	,	,
10.2307/40024958,10.2307/40024958	,The Destructive Potential of Earthworms on the Archaeobotanical Record	,Christian A. Tryon	,Journal of Field Archaeology	,31	,2	,2006-07-01T00:00:00Z	,pp. 199-202	,Maney Publishing	,fla	,	,
10.2307/530554,10.2307/530554	,	,Robert W. Preucel	,Journal of Field Archaeology	,23	,4	,1996-12-01T00:00:00Z	,pp. 524-527	,Maney Publishing	,brv	,Ceramics and Ideology: Salado Polychrome Pottery|Patricia L. Crown	Sourcing Prehistoric Ceramics at Chodistaas Pueblo_ Arizona: The Circulation of People and Pots in the Grasshopper Region|María Nieves Zedeño	,
10.2307/530270,10.2307/530270	,	,James A. Spriggs	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 249-250	,Maney Publishing	,brv	,Archaeological Wood--Properties_ Chemistry_ and Preservation|R. M. Rowell;R. J. Barbour	,
10.2307/530534,10.2307/530534	,Ecological Variability and Agricultural Specialization among the Protohistoric Pueblos of Central New Mexico	,J. Brett Hill	,Journal of Field Archaeology	,25	,3	,1998-10-01T00:00:00Z	,pp. 275-294	,Maney Publishing	,fla	,	,
10.2307/530253,10.2307/530253	,Front Matter	,	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 160-216	,Maney Publishing	,mis	,	,
10.2307/530564,10.2307/530564	,Publications	,	,Journal of Field Archaeology	,24	,1	,1997-04-01T00:00:00Z	,pp. 111-115	,Maney Publishing	,mis	,	,
10.2307/529341,10.2307/529341	,On Publishing Unexcavated Artifacts	,Oscar White Muscarella	,Journal of Field Archaeology	,11	,1	,1984-04-01T00:00:00Z	,pp. 61-66	,Maney Publishing	,brv	,Ancient Bronzes_ Ceramics and Seals: The Nasli M. Heeramaneck Collection of Ancient Near Eastern_ Central Asiatic_ and European Art|Glenn Markoe	,
10.2307/529970,10.2307/529970	,Shovel-Test Sampling as a Site Discovery Technique: A Case Study from Michigan	,Michael Shott	,Journal of Field Archaeology	,12	,4	,1985-12-01T00:00:00Z	,pp. 457-468	,Maney Publishing	,fla	,	,
10.2307/530415,10.2307/530415	,	,J. Theodore Peña	Elizabeth Shapiro Peña	,Journal of Field Archaeology	,18	,4	,1991-12-01T00:00:00Z	,pp. 511-513	,Maney Publishing	,brv	,Excavation of the Iron Age_ Roman and Medieval Settlement at Gorhambury_ St Albans|David Neal;Angela Wardle;Jonathan Hunn	The Old Village and the Great House: An Archaeological and Historical Examination of Drax Hall Plantation_ St. Ann's Bay_ Jamaica|Douglas Armstrong	,
10.2307/530179,10.2307/530179	,Interpreting Prehistoric Settlement Patterns: Lessons from the Maya Center of Sayil_ Yucatan	,Michael P. Smyth	Christopher D. Dore	Nicholas P. Dunning	,Journal of Field Archaeology	,22	,3	,1995-10-01T00:00:00Z	,pp. 321-347	,Maney Publishing	,fla	,	,
10.2307/530579,10.2307/530579	,Bone Collagen Preservation at the Roonka Flat Aboriginal Burial Ground: A Natural Laboratory	,F. Donald Pate	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 203-217	,Maney Publishing	,fla	,	,
10.2307/40024670,10.2307/40024670	,	,Barbara Arroyo	,Journal of Field Archaeology	,32	,2	,2007-07-01T00:00:00Z	,pp. 214-215	,Maney Publishing	,brv	,Coastal Collectors in the Holocene: The Chantuto People of Southwest Mexico|Barbara Voorhies	,
10.2307/530664,10.2307/530664	,Publications	,	,Journal of Field Archaeology	,26	,2	,1999-07-01T00:00:00Z	,pp. 237-241	,Maney Publishing	,mis	,	,
10.2307/529395,10.2307/529395	,Tawantinsuyu Integration of the Chillon Valley_ Peru: A Case of Inca Geo-Political Mastery	,Tom D. Dillehay	,Journal of Field Archaeology	,4	,4	,1977-12-01T00:00:00Z	,pp. 397-405	,Maney Publishing	,fla	,	,
10.2307/530176,10.2307/530176	,Water Supply and Use in the Southern Hauran_ Jordan	,David Kennedy	,Journal of Field Archaeology	,22	,3	,1995-10-01T00:00:00Z	,pp. 275-290	,Maney Publishing	,fla	,	,
10.2307/530435,10.2307/530435	,	,P. Nick Kardulias	,Journal of Field Archaeology	,19	,4	,1992-12-01T00:00:00Z	,pp. 524-527	,Maney Publishing	,brv	,Maya Stone Tools: Selected Papers from the Second Maya Lithic Conference|Thomas R. Hester;Harry J. Shafer	,
10.2307/530711,10.2307/530711	,	,Mary Ann Levine	,Journal of Field Archaeology	,26	,4	,1999-12-01T00:00:00Z	,pp. 467-469	,Maney Publishing	,brv	,The Calvert Site: An Interpretive Framework for the Early Iroquoian Village|Peter A. Timmins	,
10.2307/529763,10.2307/529763	,Archaeometric Clearinghouse	,Curt W. Beck	,Journal of Field Archaeology	,7	,2	,1980-07-01T00:00:00Z	,pp. 259-260	,Maney Publishing	,fla	,	,
10.2307/530245,10.2307/530245	,The Pavlov Site_ Czech Republic: Lithic Evidence from the Upper Paleolithic	,Jiří Svoboda	,Journal of Field Archaeology	,21	,1	,1994-04-01T00:00:00Z	,pp. 69-81	,Maney Publishing	,fla	,	,
10.2307/530365,10.2307/530365	,Regional Exchange along the Pacific Coast of Costa Rica during the Late Polychrome Period_ A. C. 1200-1550	,Winifred Creamer	,Journal of Field Archaeology	,19	,1	,1992-04-01T00:00:00Z	,pp. 1-16	,Maney Publishing	,fla	,	,
10.2307/530470,10.2307/530470	,Changes in Architecture and Land Use Strategies in the American Southwest: Upland Mogollon Pithouse Dwellers_ A. C. 200-1000	,Michael W. Diehl	,Journal of Field Archaeology	,24	,2	,1997-07-01T00:00:00Z	,pp. 179-194	,Maney Publishing	,fla	,	,
10.2307/530707,10.2307/530707	,	,Henry Cleere	,Journal of Field Archaeology	,26	,4	,1999-12-01T00:00:00Z	,pp. 461-462	,Maney Publishing	,brv	,The Salisbury Hoard|Ian M. Stead	,
10.2307/529561,10.2307/529561	,Phosphate Analysis of Anthropic Soils	,Alf Sjöberg	,Journal of Field Archaeology	,3	,4	,1976-01-01T00:00:00Z	,pp. 447-454	,Maney Publishing	,fla	,	,
10.2307/530299,10.2307/530299	,A Neolithic Household at Piana di Curinga_ Italy	,Albert J. Ammerman	Gary D. Shaffer	Nicholas Hartmann	,Journal of Field Archaeology	,15	,2	,1988-07-01T00:00:00Z	,pp. 121-140	,Maney Publishing	,fla	,	,
10.2307/529367,10.2307/529367	,Archaeometric Clearinghouse	,Curt W. Beck	,Journal of Field Archaeology	,6	,2	,1979-07-01T00:00:00Z	,p. 236	,Maney Publishing	,fla	,	,
10.2307/530238,10.2307/530238	,Perspectives	,Henk Kars	Lore L. Holmes	Charles T. Little	Edward V. Sayre	Mark G. Plew	,Journal of Field Archaeology	,14	,4	,1987-12-01T00:00:00Z	,pp. 501-503	,Maney Publishing	,fla	,	,
10.2307/529797,10.2307/529797	,CRM Publication: Dealing with Reality	,Thomas R. Hester	,Journal of Field Archaeology	,8	,4	,1981-12-01T00:00:00Z	,pp. 493-496	,Maney Publishing	,fla	,	,
10.2307/530247,10.2307/530247	,Mussel Drying and Food Storage in the Late Holocene_ SW Cape_ South Africa	,Christopher Henshilwood	Peter Nilssen	John Parkington	,Journal of Field Archaeology	,21	,1	,1994-04-01T00:00:00Z	,pp. 103-109	,Maney Publishing	,fla	,	,
10.2307/529348,10.2307/529348	,Front Matter	,	,Journal of Field Archaeology	,11	,2	,1984-07-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529972,10.2307/529972	,News and Short Contributions	,John M. Fitzgerald	Patrick C. Vaughan	Dieter Noli	Kay Tarble	,Journal of Field Archaeology	,12	,4	,1985-12-01T00:00:00Z	,pp. 483-501	,Maney Publishing	,fla	,	,
10.2307/529866,10.2307/529866	,Consolidation of Archaeological Bone: A Conservation Perspective	,Jessica S. Johnson	,Journal of Field Archaeology	,21	,2	,1994-07-01T00:00:00Z	,pp. 221-233	,Maney Publishing	,fla	,	,
10.2307/530574,10.2307/530574	,Floodplains and Agricultural Origins: A Case Study in South-Central Ontario_ Canada	,Gary W. Crawford	David G. Smith	Joseph R. Desloges	Anthony M. Davis	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 123-137	,Maney Publishing	,fla	,	,
10.2307/530655,10.2307/530655	,Back Matter	,	,Journal of Field Archaeology	,27	,1	,2000-04-01T00:00:00Z	,p. 96	,Maney Publishing	,mis	,	,
10.2307/529737,10.2307/529737	,Protoapennine vs. Subapennine: Mathematical Distinction between Two Ceramics Phases	,Susan Snow Lukesh	Sally Howe	,Journal of Field Archaeology	,5	,3	,1978-10-01T00:00:00Z	,pp. 339-347	,Maney Publishing	,fla	,	,
10.2307/530706,10.2307/530706	,Publications	,	,Journal of Field Archaeology	,26	,4	,1999-12-01T00:00:00Z	,pp. 455-459	,Maney Publishing	,mis	,	,
10.2307/40024956,10.2307/40024956	,Editorial Introduction	,Morag Kersel	,Journal of Field Archaeology	,31	,2	,2006-07-01T00:00:00Z	,p. 185	,Maney Publishing	,mis	,	,
10.2307/529408,10.2307/529408	,Reconnaissance of a Greek Mountain City	,Frederick A. Cooper	J. Wilson Myers	,Journal of Field Archaeology	,8	,2	,1981-07-01T00:00:00Z	,pp. 123-134	,Maney Publishing	,fla	,	,
10.2307/530314,10.2307/530314	,The Development of Prehispanic Cotton-Spinning Technology in Western Morelos_ Mexico	,Michael E. Smith	Kenneth G. Hirth	,Journal of Field Archaeology	,15	,3	,1988-10-01T00:00:00Z	,pp. 349-358	,Maney Publishing	,fla	,	,
10.2307/529370,10.2307/529370	,Front Matter	,	,Journal of Field Archaeology	,12	,1	,1985-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529760,10.2307/529760	,Field Survey at Heraclea Minoa (Agrigento)_ Sicily	,R. J. A. Wilson	A. Leonard_ Jr.	,Journal of Field Archaeology	,7	,2	,1980-07-01T00:00:00Z	,pp. 219-239	,Maney Publishing	,fla	,	,
10.2307/530617,10.2307/530617	,Back Matter	,	,Journal of Field Archaeology	,23	,1	,1996-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530087,10.2307/530087	,New Mexico Obsidian Sources and Exchange on the Southern Plains	,Timothy G. Baugh	Fred W. Nelson_ Jr.	,Journal of Field Archaeology	,14	,3	,1987-10-01T00:00:00Z	,pp. 313-329	,Maney Publishing	,fla	,	,
10.2307/530654,10.2307/530654	,Publications	,	,Journal of Field Archaeology	,27	,1	,2000-04-01T00:00:00Z	,pp. 91-95	,Maney Publishing	,mis	,	,
10.2307/529635,10.2307/529635	,Faunal Remains from Dinkha Tepe_ Northwestern Iran	,Allan S. Gilbert	Paul Steinfeld	,Journal of Field Archaeology	,4	,3	,1977-10-01T00:00:00Z	,pp. 329-351	,Maney Publishing	,fla	,	,
10.2307/529423,10.2307/529423	,Regional Evolution in the Valley of Oaxaca_ Mexico	,Richard E. Blanton	Jill Appel	Laura Finsten	Steve Kowalewski	Gary Feinman	Eva Fisch	,Journal of Field Archaeology	,6	,4	,1979-12-01T00:00:00Z	,pp. 369-390	,Maney Publishing	,fla	,	,
10.2307/40024955,10.2307/40024955	,A History of Archaeology in the Republic of Armenia	,Ian Lindsay	Adam T. Smith	,Journal of Field Archaeology	,31	,2	,2006-07-01T00:00:00Z	,pp. 165-184	,Maney Publishing	,fla	,	,
10.2307/40026014,10.2307/40026014	,Excavator Bias at the Site of Pech de l'Azé IV_ France	,Harold L. Dibble	Teresa P. Raczek	Shannon P. McPherron	,Journal of Field Archaeology	,30	,3	,2005-10-01T00:00:00Z	,pp. 317-328	,Maney Publishing	,fla	,	,
10.2307/530321,10.2307/530321	,Quseir Al-Qadim_ Egypt_ and the Potential of Archaeological Pollen Analysis in the near East	,Gerald K. Kelso	Irene L. Good	,Journal of Field Archaeology	,22	,2	,1995-07-01T00:00:00Z	,pp. 191-202	,Maney Publishing	,fla	,	,
10.2307/529665,10.2307/529665	,Stratified Iron Age House Floors on the Titelberg_ Luxembourg	,Ralph M. Rowlett	Homer L. Thomas	Elsebet Sander-Jørgensen Rowlett	,Journal of Field Archaeology	,9	,3	,1982-10-01T00:00:00Z	,pp. 301-312	,Maney Publishing	,fla	,	,
10.2307/529600,10.2307/529600	,News and Short Contributions	,David Frankel	Nicholas E. Hakiel	Jeff Abrams	Leland W. Patterson	Izumi Shimada	,Journal of Field Archaeology	,7	,3	,1980-10-01T00:00:00Z	,pp. 367-378	,Maney Publishing	,fla	,	,
10.2307/529474,10.2307/529474	,The Morava Valley Project in Yugoslavia: Preliminary Report_ 1977-1980	,H. Arthur Bankoff	Frederick A. Winter	,Journal of Field Archaeology	,9	,2	,1982-07-01T00:00:00Z	,pp. 149-164	,Maney Publishing	,fla	,	,
10.2307/40023504,10.2307/40023504	,	,Stephen Houston	,Journal of Field Archaeology	,31	,3	,2006-10-01T00:00:00Z	,pp. 344-346	,Maney Publishing	,brv	,The Body as Material Culture: A Theoretical Osteoarchaeology|Joanna R. Sofaer	,
10.2307/529603,10.2307/529603	,Back Matter	,	,Journal of Field Archaeology	,7	,3	,1980-10-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529286,10.2307/529286	,News and Short Contributions	,Aron D. Mazel	Douglas S. Frink	Oscar White Muscarella	Martha S. Joukowsky	,Journal of Field Archaeology	,11	,3	,1984-10-01T00:00:00Z	,pp. 345-364	,Maney Publishing	,fla	,	,
10.2307/3181477,10.2307/3181477	,	,Gordon R. Willey	,Journal of Field Archaeology	,28	,1/2	,2001-04-01T00:00:00Z	,pp. 232-234	,Maney Publishing	,brv	,Ruins and Rivals: The Making of Southwest Archaeology|James E. Snead	,
10.2307/529327,10.2307/529327	,A Preliminary Report on the Excavations at Tepe Sharafabad_ 1971	,Robert M. Schacht	,Journal of Field Archaeology	,2	,4	,1975-01-01T00:00:00Z	,pp. 307-329	,Maney Publishing	,fla	,	,
10.2307/530637,10.2307/530637	,Ground-Penetrating Radar Techniques and Three-Dimensional Computer Mapping in the American Southwest	,Lawrence B. Conyers	Catherine M. Cameron	,Journal of Field Archaeology	,25	,4	,1998-12-01T00:00:00Z	,pp. 417-430	,Maney Publishing	,fla	,	,
10.2307/530045,10.2307/530045	,On the Computerization of Archaeological Projects	,Harold L. Dibble	Shannon P. McPherron	,Journal of Field Archaeology	,15	,4	,1988-12-01T00:00:00Z	,pp. 431-440	,Maney Publishing	,fla	,	,
10.2307/40024672,10.2307/40024672	,	,Stephen E. Nash	,Journal of Field Archaeology	,32	,2	,2007-07-01T00:00:00Z	,pp. 218-220	,Maney Publishing	,brv	,Measuring Time with Artifacts: A History of Methods in American Archaeology|R. Lee Lyman;Michael J. O'Brien	,
10.2307/529307,10.2307/529307	,Ethics in Field Archaeology	,Robert Houston Smith	,Journal of Field Archaeology	,1	,3/4	,1974-01-01T00:00:00Z	,pp. 375-383	,Maney Publishing	,fla	,	,
10.2307/529722,10.2307/529722	,Chiquitoy Viejo: An Inca Administrative Center in the Chicama Valley_ Peru	,Geoffrey W. Conrad	,Journal of Field Archaeology	,4	,1	,1977-04-01T00:00:00Z	,pp. 1-18	,Maney Publishing	,fla	,	,
10.2307/529975,10.2307/529975	,Magnetic Prospection of Prehistoric Sites in an Alluvial Environment: Examples from NW and West-Central Texas	,Charles D. Frederick	James T. Abbott	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 139-153	,Maney Publishing	,fla	,	,
10.2307/40024949,10.2307/40024949	,	,John Edward Terrell	,Journal of Field Archaeology	,30	,2	,2005-07-01T00:00:00Z	,pp. 222-223	,Maney Publishing	,brv	,Pacific Archaeology: Assessments and Prospects|Christophe Sand	,
10.2307/529629,10.2307/529629	,News and Short Contributions	,John Coleman	Katherine Coleman	Jane A. Scott	Oscar White Muscarella	Donald White	,Journal of Field Archaeology	,2	,1/2	,1975-01-01T00:00:00Z	,pp. 181-190	,Maney Publishing	,fla	,	,
10.2307/529812,10.2307/529812	,News and Short Contributions	,Susan Snow Lukesh	Donald D. Fisher	Anna Benjamin	Marguerite C. Schaeffer	David Vance	,Journal of Field Archaeology	,3	,1	,1976-01-01T00:00:00Z	,pp. 115-120	,Maney Publishing	,fla	,	,
10.2307/530117,10.2307/530117	,Tempering Types and Sources for Early Bronze Age Ceramics from Bab edh-Dhra' and Numeira_ Jordan	,Diane E. Beynon	Jack Donahue	R. Thomas Schaub	Robert A. Johnston	,Journal of Field Archaeology	,13	,3	,1986-10-01T00:00:00Z	,pp. 297-305	,Maney Publishing	,fla	,	,
10.2307/530014,10.2307/530014	,	,H. Stanley Loten	,Journal of Field Archaeology	,17	,4	,1990-12-01T00:00:00Z	,pp. 490-494	,Maney Publishing	,brv	,Preclassic Maya Architecture at Cuello_ Belize|Juliette Cartwright Gerhardt	,
10.2307/40026188,10.2307/40026188	,	,Michael Jochim	,Journal of Field Archaeology	,32	,4	,2007-12-01T00:00:00Z	,pp. 434-436	,Maney Publishing	,brv	,The Palaeolithic Occupation of Vogelherd Cave: Implications for the Subsistence Behavior of Late Neanderthals and Early Modern Humans|Laura Niven	,
10.2307/40024728,10.2307/40024728	,Back Matter	,	,Journal of Field Archaeology	,31	,1	,2006-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529917,10.2307/529917	,Front Matter	,	,Journal of Field Archaeology	,19	,3	,1992-10-01T00:00:00Z	,pp. 314-350	,Maney Publishing	,mis	,	,
10.2307/530391,10.2307/530391	,Pit Structure Abandonment in the Four Corners Region of the American Southwest: Late Basketmaker III and Pueblo I Periods	,Catherine M. Cameron	,Journal of Field Archaeology	,17	,1	,1990-04-01T00:00:00Z	,pp. 27-37	,Maney Publishing	,fla	,	,
10.2307/530563,10.2307/530563	,Chronology and Stratigraphy at La Quemada_ Zacatecas_ Mexico	,Ben A. Nelson	,Journal of Field Archaeology	,24	,1	,1997-04-01T00:00:00Z	,pp. 85-109	,Maney Publishing	,fla	,	,
10.2307/40026041,10.2307/40026041	,Survey_ Settlement_ and Population History at the Ancient Maya Site of Pacbitun_ Belize	,Paul F. Healy	Christophe G. B. Helmke	Jaime J. Awe	Kay S. Sunahara	,Journal of Field Archaeology	,32	,1	,2007-04-01T00:00:00Z	,pp. 17-39	,Maney Publishing	,fla	,	,
10.2307/530628,10.2307/530628	,	,Robert W. Preucel	,Journal of Field Archaeology	,26	,1	,1999-04-01T00:00:00Z	,pp. 93-99	,Maney Publishing	,brv	,Evolutionary Archaeology: Theory and Application|Michael J. O'Brien	,
10.2307/530001,10.2307/530001	,Front Matter	,	,Journal of Field Archaeology	,17	,4	,1990-12-01T00:00:00Z	,pp. 438-470	,Maney Publishing	,mis	,	,
10.2307/529655,10.2307/529655	,Site Charting and Environmental Studies of the Monitor Wreck	,Robert E. Sheridan	,Journal of Field Archaeology	,6	,3	,1979-10-01T00:00:00Z	,pp. 253-264	,Maney Publishing	,fla	,	,
10.2307/529573,10.2307/529573	,Surkh Dum at The Metropolitan Museum of Art: a Mini-Report	,Oscar White Muscarella	,Journal of Field Archaeology	,8	,3	,1981-10-01T00:00:00Z	,pp. 327-359	,Maney Publishing	,fla	,	,
10.2307/530282,10.2307/530282	,	,Colin Renfrew	,Journal of Field Archaeology	,16	,4	,1989-12-01T00:00:00Z	,pp. 467-469	,Maney Publishing	,brv	,Archaeology and the Methodology of Science|Jane H. Kelley;Marsha P. Hanen	,
10.2307/530541,10.2307/530541	,News and Short Contributions	,David Ford	Barry W. Baker	Brian S. Shaffer	Tristram R. Kidder	,Journal of Field Archaeology	,25	,3	,1998-10-01T00:00:00Z	,pp. 369-371	,Maney Publishing	,fla	,	,
10.2307/529703,10.2307/529703	,Excavations at Balakot_ Pakistan_ 1973	,George F. Dales	,Journal of Field Archaeology	,1	,1/2	,1974-01-01T00:00:00Z	,pp. 3-22	,Maney Publishing	,fla	,	,
10.2307/529541,10.2307/529541	,Front Matter	,	,Journal of Field Archaeology	,10	,3	,1983-10-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529459,10.2307/529459	,Perspectives	,Carl H. Chapman	David R. Stuart	Julian H. Whittlesey	,Journal of Field Archaeology	,5	,2	,1978-07-01T00:00:00Z	,p. 250	,Maney Publishing	,fla	,	,
10.2307/530313,10.2307/530313	,Reconstructing Ceramic Production from Ceramic Compositional Data: An Example from Guatemala	,Hector Neff	Ronald L. Bishop	Dean E. Arnold	,Journal of Field Archaeology	,15	,3	,1988-10-01T00:00:00Z	,pp. 339-348	,Maney Publishing	,fla	,	,
10.2307/530581,10.2307/530581	,Publications	,	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 229-232	,Maney Publishing	,mis	,	,
10.2307/529994,10.2307/529994	,	,Peter Bellwood	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 255-256	,Maney Publishing	,brv	,The Excavation of Khok Phanom Di_ a Prehistoric Site in Central Thailand. Volume 1: The Excavation_ Chronology and Human Burials|C. F. W. Higham;R. Bannanurag	,
10.2307/529508,10.2307/529508	,The Plains Indian War Complex and the Rock Art of Writing-on-Stone_ Alberta_ Canada	,James D. Keyser	,Journal of Field Archaeology	,6	,1	,1979-04-01T00:00:00Z	,pp. 41-48	,Maney Publishing	,fla	,	,
10.2307/529386,10.2307/529386	,Ancient Copper and Bronze in Sardinia: Excavation and Analysis	,Miriam S. Balmuth	R. F. Tylecote	,Journal of Field Archaeology	,3	,2	,1976-01-01T00:00:00Z	,pp. 195-201	,Maney Publishing	,fla	,	,
10.2307/529857,10.2307/529857	,	,Richard H. Wilshusen	,Journal of Field Archaeology	,22	,1	,1995-04-01T00:00:00Z	,pp. 128-130	,Maney Publishing	,brv	,60 Years of Southwestern Archaeology: A History of the Pecos Conference|Richard B. Woodbury	Dynamics of Southwest Prehistory|Linda S. Cordeli;George J. Gumerman	,
10.2307/529644,10.2307/529644	,Chulpas of the Lupaca Zone of the Peruvian High Plateau	,John Hyslop	,Journal of Field Archaeology	,4	,2	,1977-07-01T00:00:00Z	,pp. 149-170	,Maney Publishing	,fla	,	,
10.2307/529483,10.2307/529483	,In the Land of Olmec Archaeology	,Robert J. Sharer	,Journal of Field Archaeology	,9	,2	,1982-07-01T00:00:00Z	,pp. 253-267	,Maney Publishing	,brv	,In the Land of the Olmec|Michael D. Coe;Richard A. Diehl	,
10.2307/530316,10.2307/530316	,Back Matter	,	,Journal of Field Archaeology	,15	,3	,1988-10-01T00:00:00Z	,p. 360	,Maney Publishing	,mis	,	,
10.2307/3250907,10.2307/3250907	,	,Graham Connah	,Journal of Field Archaeology	,29	,3/4	,2002-10-01T00:00:00Z	,pp. 477-479	,Maney Publishing	,brv	,African Historical Archaeologies|Andrew M. Reid;Paul J. Lane	,
10.2307/40023499,10.2307/40023499	,	,Anthony F. Aveni	,Journal of Field Archaeology	,31	,3	,2006-10-01T00:00:00Z	,pp. 333-336	,Maney Publishing	,brv	,The Geoglyphs of Palpa_ Peru: Documentation_ Analysis_ and Interpretation|Karsten Lambers	,
10.2307/529775,10.2307/529775	,News and Short Contributions	,Vassos Karageorghis	Jennifer Webb	Stella Lubsen-Admirall	Louise Iseut Paradis	Jason W. Smith	Valerie Harrison	Paul Andrew Larson_ Jr.	Richard S. Davis	Stanley South	,Journal of Field Archaeology	,5	,1	,1978-04-01T00:00:00Z	,pp. 105-122	,Maney Publishing	,fla	,	,
10.2307/40024964,10.2307/40024964	,	,A. Bernard Knapp	,Journal of Field Archaeology	,31	,2	,2006-07-01T00:00:00Z	,pp. 220-225	,Maney Publishing	,brv	,The Plain of Phaistos: Cycles of Complexity in the Mesara Region of Crete|L. Vance Watrous;Despoina Hadzi-Vallianou;Harriet Blitzer	,
10.2307/40026039,10.2307/40026039	,Front Matter	,	,Journal of Field Archaeology	,32	,1	,2007-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/3250905,10.2307/3250905	,	,Kenneth M. Ames	,Journal of Field Archaeology	,29	,3/4	,2002-10-01T00:00:00Z	,pp. 473-474	,Maney Publishing	,brv	,Vashon Island Archaeology: A View from Burton Acres Shell Midden|Julie K. Stein;Laura S. Phillips	,
10.2307/530242,10.2307/530242	,Analysis of Site Stratigraphy and Formation Processes Using Patterns of Pottery Sherd Dispersion	,Charles A. Bollong	,Journal of Field Archaeology	,21	,1	,1994-04-01T00:00:00Z	,pp. 15-28	,Maney Publishing	,fla	,	,
10.2307/530266,10.2307/530266	,	,Thomas J. Barfield	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 241-243	,Maney Publishing	,brv	,Peace_ War_ and Trade along the Great Wall: Nomadic-Chinese Interaction Through Two Millennia|Sechin Jagchid;Van Jay Symons	,
10.2307/530298,10.2307/530298	,Front Matter	,	,Journal of Field Archaeology	,15	,2	,1988-07-01T00:00:00Z	,pp. 150-218	,Maney Publishing	,mis	,	,
10.2307/530101,10.2307/530101	,Předmostí after 110 Years	,Jiří Svoboda	Vojen Ložek	Helena Svobodová	Petr Škrdla	,Journal of Field Archaeology	,21	,4	,1994-12-01T00:00:00Z	,pp. 457-472	,Maney Publishing	,fla	,	,
